imo,vessel_name
9773753,SEACALM
9774135,LNG SAKURA
9774410,SUN VENUS
9774628,
9776341,LEO GREEN
9776547,MARAN ARETE
9777151,HYUNDAI PIONEER III
9777395,
9777400,BOW TUNGSTEN
9777670,SANAR-15
9778313,
9778480,PACIFIC SHANGHAIТип судна: Танкер для перевозки сжиженного газа (LPG Tanker / VLGC)
9779226,DIAMOND GAS ORCHID
9779238,DIAMOND GAS ROSE
9779616,VALIANT
9779989,LIAO SHUN 1
9780005,GAS AQUARIUS
9780641,CRYSTAL RIVERТип судна: Газовоз (LPG Tanker / VLGC)
9780768,BEOTHUK SPIRIT
9780770,NORSE SPIRIT
9780782,DORSET SPIRIT
9782508,KIRISHIMA
9783019,NORDINDEPENDENCE
9783382,LIAN YANG HU
9783679,KHURAIS
9783693,AMAD
9783734,SEAPASSION
9784001,TAVISTOCK SQUARE
9785158,KINISIS
9785689,STI GALATA
9785706,STI LEBLON
9785718,STI LA BOCA
9786164,MAERSK CAYMAN
9786243,SM FALCON
9787792,BRIGHT CREST
9788320,FRONT EARL
9788435,HIGH ADVENTURER
9788473,ST.MICHAELIS
9788485,ST.NIKOLAI
9788552,PACIFIC JASPER
9788564,HAKATA PRINCESS
9788576,BLUE BUTTERFLY
9788710,OTTOMAN SINCERITY
9788875,CARIBBEAN GLORY
9788899,FRONT PRINCE
9789154,CLIPPER FREEPORT
9789257,ATLANTIC FALCONТип судна: Танкер-химовоз / продуктовоз (Chemical/Oil Products Tanker)
9789312,ENRICO FERMI
9790608,CHEMROAD ORCHID
9790610,CHEMROAD AQUA
9790622,CHEMROAD HAWK
9791157,HODAKA GALAXY
9791212,SOHSHU MARU
9791872,BRIGHT FUTURE
9792151,GOLDEN SKY
9792175,CRANE LUNA
9792840,"HAIFENG (бывшие названия: DUOMO SQUARE, SALAMINA)"
9792852,HAI SHANG
9793258,VEGA SUN
9793272,CHALLENGE PRIME
9793387,ORIENT INNOVATIONIMO номер: 9793387
9793868,
9794056,P. BEL AIR (ранее ECO BEL AIR)
9794135,DAGMARТип судна: Газовоз СУГ (LPG Tanker)
9794159,ASPHALT SYNERGY
9794812,UNIVERSAL HONOR
9794836,ADVANTAGE PORTOFINOТип судна: Нефтяной танкер (Aframax / LR1)
9795062,EAGLE BRASILIA
9795127,ELKA APOLLON
9795543,GAS ZENITHIMO номер: 9795543
9796339,NAVIGATOR JORF
9796494,HAFNIA DESPINA
9796585,HOURAI MARU
9796781,SHIN-EI MARU NO.5
9796793,BUSHU MARU
9796810,NORDIC COPENHAGEN
9796822,NORDIC CALLAO
9796834,TSUKUBA GALAXY
9797383,STENA IMPERATOR
9797747,
9797931,SHAUN I
9797943,BUANA ENERGY
9797955,BUANA DYNAMIC
9797981,TORM HERDIS
9798076,HELLAS MARIANNAIMO номер: 9798076
9798088,HELLAS CALAFIA
9798296,"SAVANNA (ранее: PANGNIU, BABYLON)"
9798349,ECO MARINA DEL REY
9798363,ELAIA
9798428,ATLANTIC ASPHALT
9798959,ATLANTIC MARBLE
9798973,
9799185,NEW MELODY
9799379,INEOS MARLIN
9799678,GALLOPТип судна: Танкер-химовоз / нефтепродуктовоз (Chemical/Oil Products Tanker)
9799862,SFL TRINITYIMO номер: 9799862
9800013,EVA BERGEN
9800049,ORIENTAL COSMOS
9800099,GAS YOUNG
9800257,KASOS
9800271,TILOS IТип судна: Нефтяной танкер (Suezmax)
9800647,PACIFIC GOLD
9800702,
9801079,SC SCORPIO
9801421,OOTAKA MARU
9801524,
9801976,
9802059,CELSIA
9802152,IONIC ANAX
9802293,HONG JIN
9803364,ORANGE VICTORIA
9804253,ORIENTAL KING
9804289,COSNEW LAKE
9804423,PAUL A. DESGAGNES
9804459,
9804461,FREUD
9804825,INTERMEZZO
9804837,GINGA BLUE SHARK
9804899,PURPLE RAY
9804916,HAKUBA GALAXY
9805398,SHIN-EI MARU NO.18
9806706,SWAN DIGNITY
9808261,
9808314,GEMMA
9808326,DIADEMA
9808467,BEDFORD (ранее: BELUGA PACIFIC)
9808479,"BALHAM (ранее: ORCA PACIFIC, BILLITON PALM)"
9808857,GOLDEN SUNNY HANA
9809045,HASSI BERKINE
9809394,GINGA ANGEL (ранее: FAIRCHEM ANGEL)
9809576,REDWOOD TRADER
9810056,FUTURE ACEТип судна: Газовоз (LPG Tanker / VLGC)
9810159,RYOSUI
9810226,HAFNIA PACIFIC
9810367,WOODSIDE REES WITHERS
9810379,MARAN GAS ANDROSIMO номер: 9810379
9810501,CSK ENDEAVOUR
9810549,PRISM AGILITY
9810654,PRELUDE
9810666,RHAPSODY
9813319,ALBERTO V
9814129,ENEOS ARROW
9814131,ENEOS EARTH
9815252,CHEM LITHIUM (ранее: BW LITHIUM)
9815604,IBERIAN SEA
9816323,ALMI ATLASIMO номер: 9816323
9816531,MERCURIUS
9816763,GASLOG WARSAWIMO номер: 9816763
9817107,
9817119,
9817509,CHEM SELENIUM (ранее: STREAM ARCTIC)
9818280,RAMELIAIMO номер: 9818280
9818539,BOW ODYSSEY
9819868,HARMONIC
9820013,HOEGH GALLEON
9820336,"MATISA (текущее), бывшее PETUNIA"
9820453,NAIKAIMARU NO.25
9820544,AMAZON FORTITUDE
9821299,SOUTHERN SHARK
9821706,ELANDRA SOUND (ранее: SEA TANANA)
9821847,KOREA VENUS
9822877,EIYU MARU
9823546,JARNAIN
9824928,ORIENTAL VIOLA
9825427,FLEX CONSTELLATION
9826122,DHT APPALOOSA
9826732,ANDREIOS (бывшее название: LOMONOSOV PROSPECT)
9827059,NORD VALOROUS
9827358,TENRYU
9827449,APOLLO ENERGY
9827451,CHEMSTAR TIERRAIMO номер: 9827451
9827566,CHIOS STAR
9827578,OINOUSSIAN STAR
9827683,RICHMOND VOYAGERТип судна: Нефтяной танкер (VLCC — Very Large Crude Carrier)
9827944,SEA LION
9827970,DAI VINH
9827982,DAI QUANG
9828223,BOW EXCELLENCE
9828376,DAITOKU MARU NO.18
9828780,AWABI (бывш. LANDBRIDGE WISDOM)
9828895,IONIAN STAR
9828900,AEGEAN STARIMO номер: 9828900
9828950,SUZUKASANТип судна: Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC — Very Large Crude Carrier)
9828962,PHOENIX JAMNAGAR
9828998,THUN LIVERPOOL
9829411,AQUILA L
9829679,SUNRISE RAY (бывш. BW RADON)
9829681,CHEM SILICON
9830094,FRONT DEFENDER
9830109,FRONT DISCOVERY
9830252,CHEMICAL CHALLENGER
9830288,HAFNIA HONG KONG
9830290,HAFNIA SHANGHAI
9830795,AJWAD
9831024,SONGA ORION (бывшее название: PENINSULA X)
9831206,"CAPTAIN LEON (бывш. ELANDRA PINE, PS ATENE)"
9831218,IRINI N. LEMOSТип судна: Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC)
9831220,ADRIANO KNUTSEN
9831696,XIN TAI HU 8
9831828,FRONT SAVANNAHIMO номер: 9831828
9832793,RED RUM
9832808,REFERENCE POINT
9833668,NAVIG8 GALLANTRY
9834325,LNG MEGREZ
9834337,
9834442,HOUSTON VOYAGER
9834454,LONDON VOYAGER
9834466,SINGAPORE VOYAGERТип судна: Танкер для сырой нефти (VLCC — Very Large Crude Carrier)
9835848,MARLIN SICILY
9837573,JULIA THERESA (бывш. SUN JUPITER)
9837597,UNIVERSAL LEADER
9837614,UNIVERSAL PARTNER
9839856,MAYASAN
9842176,VLADIMIR MONOMAKH
9842188,VLADIMIR VINOGRADOV
9842190,AKADEMIK GUBKIN
9843209,SEAFAITHТип судна: Танкер для сырой нефти (Crude Oil Tanker)
9843285,SHENG YOU 233
9843572,AMEINON
9843663,HAI GANG ZHI YUAN
9843912,MARAN TIDE
9844277,SEA SHARK
9844851,DELOS
9845099,FARIDA (бывшее название: GW DOLPHIN)
9845104,RAWAN
9845154,V. PROGRESS
9845221,V. ADVANCEТип судна: Нефтяной танкер (VLCC — Very Large Crude Carrier)
9845685,NISSOS RHENIA
9845697,HAFNIA SAHARA
9845702,FRONT DRIVAIMO номер: 9845702
9845714,FRONT NAUSTA
9845776,AMBERJACK LNG
9845946,YUAN LAN WAN
9847140,CHEMICAL CONTENDER
9847451,DORIC COURAGE
9848223,TOYA
9848326,MALBEC HERITAGE
9848352,MARITIME VALOR
9848584,
9848687,MARI KOKAKO
9849277,VEGA SAGE
9849617,GAS AL MUBARAKIAH
9850666,
9851608,ENEOS GLORY
9851634,
9851646,FLEX RESOLUTEТип судна: Газовоз для перевозки сжиженного природного газа (LNG Tanker / Large)
9851830,HILI (ранее HUNTER ATLA)
9851854,UNIVERSAL CHALLENGER
9853137,GASLOG WALESIMO номер: 9853137
9853175,KIRISHIMA MARU NO.7
9853230,NAVIG8 GLADIATOR
9853266,NAVIG8 PERSEVERANCE
9853383,NIKKO MARU NO.28
9853527,MARITIME GRACIOUS
9853539,MARITIME GUARDIAN
9853840,NISSOS DONOUSSAIMO номер: 9853840
9854363,MINERVA PSARA
9854624,ENERGY ENDEAVOUR
9854703,ZAYNAHТип судна: Нефтяной танкер (VLCC — Very Large Crude Carrier)
9854739,STI MIGHTY (бывшее название: MARLIN MIGHTY)
9854765,
9854791,TORM SPLENDID
9855331,FRONT EIRA
9855484,ESTEEM EXPLORER
9855812,GASLOG WESTMINSTER
9856634,HAFNIA BEIJING
9857212,YASA ALBATROSSIMO номер: 9857212
9857250,PHILOXENIA
9857365,FLEX AURORAIMO номер: 9857365
9857377,FLEX AMBER
9858034,VIRTUS ET LABOR
9858450,SAMHA
9858785,"HOLMES (ранее: GOLDEN DAHLIA, OCEAN ROSE)"
9858852,WISCO ADVENTURE
9859193,HARMONY CHEMIST
9859234,ROYAL CHEMIST
9859753,WOODSIDE CHARLES ALLENТип судна: Газовоз для перевозки СПГ (LNG Tanker)
9860154,SUISO FRONTIER
9861031,COOL DISCOVERER
9861809,ENERGOS POWER (ранее: GOLAR POWER)
9862463,FLEX VOLUNTEER
9862475,FLEX VIGILANT
9862487,RYOKA MARU NO.108
9862906,ARISTIDIS I
9862932,
9863223,
9864277,VINGAREN
9864306,SERI EMORY
9864332,STAMATIAТип судна: Танкер для перевозки химических грузов и нефтепродуктов (Chemical/Oil Products Tanker)
9864746,KOOL FIRN
9864784,CELSIUS COPENHAGEN
9864796,CELSIUS CANBERRAТип судна: Газовоз для перевозки сжиженного природного газа (LNG Tanker / Large)
9864916,GASLOG GEORGETOWN
9865740,TWEED
9866017,HOURIN MARU NO.1
9866770,
9866782,BOW PERSISTENT
9866976,SCARLATTI
9867102,FUTURE ENERGYТип судна: Газовоз СУГ (LPG Tanker / VLGC)
9867267,SOUTHERN WOLF
9867607,MTM VANCOUVER
9868168,MARAN ORPHEUS
9868778,CLEAR STARS
9870707,NORD ELEGANCE
9872987,HELLAS DIANA
9873840,BW LESMES
9873852,BW HELIOS
9874234,HENG XING YOU YI (бывш. ZHE NENG YOU 1)
9874454,DIAMOND GAS CRYSTAL
9874466,DIAMOND GAS VICTORIA
9874480,LNG ENTERPRISE
9874492,LNG MEKONG
9874507,EBN HAWKELIMO номер: 9874507
9874882,ZUIYO MARU
9875800,LNGSHIPS EMPRESSIMO номер: 9875800
9876490,GAS VENUSТип судна: Газовоз (LPG Tanker / VLGC — Very Large Gas Carrier)
9877145,GAIL BHUWAN
9877561,HTM KNIGHT
9877755,SEAVOICE
9877781,FRONT MORGAN
9877793,MORNING GLORY
9878046,SHERLOCK
9878058,"LEANDER FISHER (бывшие названия: LAGAVULIN, OCEAN IXORA)"
9878644,YOHO
9878838,SILVERSTONE
9878876,MU LAN
9879698,ADAMASTOS
9879703,GLOBE POLARIS
9879997,MARAN ASPASIA
9880403,FOREVER BRILLIANCY
9880465,
9880477,GLOBAL SEALINEТип судна: Газовоз для перевозки СПГ (LNG Tanker)
9881201,ENERGY INTELLIGENCE
9882712,SUNRISE SW (или аналогичное в рамках регистра)
9883742,MARAN GAS KALYMNOS
9884021,ASKLIPIOS
9884174,GRACE EMILIA
9884473,
9884801,AQUASMERALDA (бывшее название: YANGZE 18)
9884825,
9884837,LOUROSIMO номер: 9884837
9885594,
9885996,ENEOS OCEAN
9886378,ZEUS
9886639,ORENBURG
9886720,
9886732,CLEAN CAJUNТип судна: Газовоз для перевозки СПГ (LNG Tanker)
9886744,CLEAN COPANO
9886770,NISSOS IOS
9887396,SOLAR NAAMA
9887451,GAS GABRIELA
9887619,ORIENTAL AQUAMARINE
9887815,FRONT FUTUREТип судна: Нефтяной танкер (Aframax / LR2)
9888340,YASA ORION
9888742,ANWAAR BENGHAZI
9888780,KOTOKU MARU
9889045,KOHZAN MARU VI
9889564,DURHAM
9889588,EIHO MARU
9889590,KIPPO MARU
9889722,WU TONG
9889904,ORION SEA
9889942,ELKA ATHINA
9890185,KAKUSHU MARU
9890446,CLEAROCEAN MARAUDER
9890549,"ORIENTAL TULIPТип судна: Танкер для перевозки химических грузов и нефтепродуктов (Chemical/Oil Products Tanker, Тип II и III)"
9890599,RAMIRA
9890939,NORD MIRAIТип судна: Танкер для перевозки химических грузов и нефтепродуктов (Chemical/Oil Products Tanker)
9891672,PEGASUS STARIMO номер: 9891672
9891696,AIFANOURIOS
9891854,KOREA VISION
9891919,SEAGUARDIAN
9891995,ENEOS DREAM
9892406,GAS GALA
9892975,ATLANTIC EMERALD (ранее: CLEAROCEAN EMERALD)
9892987,ATLANTIC JADE (ранее: CLEAROCEAN JADE)
9893046,PACIFIC DIAMOND
9893060,PACIFIC JADE
9893216,
9893228,PACIFIC BEGONIA
9893448,GINGA LIGER
9893541,SEISEN MARU
9893606,LNG ENDEAVOUR
9893656,LEGACYIMO номер: 9893656
9894595,KINYO MARU NO.1
9894600,MATSU MARU NO.12
9895197,TP ENDURANCE
9895238,VIVIRT CITY LNG
9895264,MARAN THULE
9895317,PERTAMINA GAS AMARYLLIS
9895331,SHOWA MARU
9896256,YUAN YU HE
9896816,DONG RUN 16
9896933,BW CASSIA
9897092,ECLIPSE
9897743,RAYAHТип судна: Нефтяной танкер (VLCC — Very Large Crude Carrier)
9898034,MERCANTILE-48
9898204,FURE VITEN
9898553,FRONT MAINE (ранее DICKENS)
9899296,CALYPSO
9899480,CS HU BEI
9899739,STENA PRO MARINE
9899985,NORD VISION
9899997,
9900265,ORKIM EMERALD
9900825,CLEAROCEAN MAVERICK
9901037,NIKOLAY ZADORNOV
9901051,ANGELONIA
9901398,
9901415,ASPEN EXPRESS
9901867,ORCHID SPIRIT
9902172,WHITE CLIFFS
9902756,VIVIT ARABIA LNG
9902847,ENEOS EARTH
9902873,EVERGREEN MARINER
9902902,SM ALBATROSS
9902914,SM BLUEBIRD
9903762,GAS BARBAROSSA
9903920,GRACE FREESIA
9903968,FRONT FAVOURТип судна: Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax / LR2)
9903970,FRONT FEATURE
9904065,C.GRACE
9904077,C.BRAVE
9904687,SERGEI WITTEIMO номер: 9904687
9904699,ZVEZDA 044
9904704,KONSTANTIN POSIET
9904871,TORM HELENE
9904883,TORM HOUSTON
9905100,VINCERE
9905411,BLUE GRASS MARINER
9905459,ALEXANDROSТип судна: Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC — Very Large Crude Carrier)
9905978,LAGENDA SURIA
9907017,MISTRAL FLAME
9907275,SOUTHERN ZEREN
9907706,EAGLE COLATINA
9907768,SOLAR RUBA
9907809,SOLAR LAI FONG
9909390,HOSEI MARU NO.3
9909807,GRAND AMBITION
9910117,TATESHINAТип судна: Супертанкер для сырой нефти (Crude Oil Tanker / VLCC — Very Large Crude Carrier)
9910181,TOWA MARU
9910234,EAGLE VALENCE
9910246,EAGLE VALLERY
9911109,AOIMARU
9911551,CYPRESS SUN
9911991,NEW SPLENDOR
9912000,NEW ADEN
9912139,ATLANTIC
9912854,AXIOS IIMO номер: 9912854
9913767,FPMC S RUBY
9913951,TAGA
9914292,FAIRCHEM FYNBOS
9914632,
9914656,
9914682,PROTEUS REBECCA
9915090,SAAM FSU
9915806,
9915894,SHAOLIN
9915911,KUNLUN
9915947,HEDDA KNUTSEN
9916135,HERCULES STAR
9916185,NAVE CELESTEТип судна: Танкер для перевозки сырой нефти (Crude Oil Tanker / VLCC)
9916836,RABDAN
9917567,SM GOLDEN EAGLE
9917579,
9917854,
9917878,YAQUT
9917957,WHITE PEARL
9918004,PYOTR KAPITSAТип судна: LNG танкер (LNG Tanker)
9918016,LEV LANDAUIMO номер: 9918016
9918171,STL YANGTZE
9919151,SAKURA VOYAGER
9919175,GAS BLUEBONNET
9919333,GINGA GRUTTO (ранее FAIRCHEM GRUTTO)
9919577,PS NEW ORLEANS
9919814,
9919838,GASCHEM ILIAD
9920693,SEA AMETHYST
9920708,SEA CORAL
9921075,NORDIC HUNTERIMO номер: 9921075
9922108,SEA ONYX
9922213,SAPET GAS
9922782,HUMORISTIMO номер: 9922782
9922823,AQUAFREEDOMТип судна: Танкер для перевозки сырой нефти (Suezmax Crude Oil Tanker)
9922835,AQUABLISS
9923009,ALFIOS I
9923097,BAYNOUNAHТип судна: Газовоз (LPG Tanker / VLGC)
9923449,PROTEUS TRACY
9923451,PROTEUS ELSIE
9923475,PROTEUS RONG NA
9923487,YIANNIS LATSIS
9923750,
9924003,AMALIA M
9924326,KRITI FUTUREIMO номер: 9924326
9924510,HYUNDAI ULSAN 3257
9924716,ORIENTAL GERBERA
9925136,AQUAHONOR
9925875,BUNGO CROWN
9927201,
9927964,TENSHO
9928011,HABSHAN
9928023,ARZANAH
9929651,C. EARNEST
9930117,ALTHEA
9930789,MARIA A.ANGELICOUSSIS
9930791,MARAN DANAE
9930923,
9931343,G.HOPE
9932402,
9932581,KAEDE
9933509,HENBIT
9933561,ADVANTAGE VITAL
9933602,EAGLE VELLORE
9933614,EAGLE VENTURA
9933640,(Согласно IMO 9933640) — APOLLON
9933664,FRONT ORKLAТип судна: Нефтяной танкер (VLCC — Very Large Crude Carrier)
9933767,DANUBE RIVERIMO номер: 9933767
9934149,
9934319,POPI P
9934644,GREEN AZURE
9934670,
9934826,
9935507,ENEOS WISDOM
9935648,SEA GALAXYIMO номер: 9935648
9935909,LARGO EDENТип судна: Танкер-химовоз / продуктовоз (Chemical/Oil Products Tanker)
9935923,LARGO EXCELLENCE
9937062,PERTAMINA GAS CASPIA
9938004,CHEM BROADWAY
9938585,HLS CITRINE
9939163,ALHAYA
9939577,AUGENSTERN
9939606,
9939620,REDAMANCYТип судна: Танкер для перевозки химических грузов и нефтепродуктов (Chemical/Oil Products Tanker / MR2)
9939632,TROUVAILLE
9939993,SOUTHERN BELUGA
9940382,JIAN HANG AN DA
9940435,CERRO ALTO EXPLORER
9940459,
9940966,BOTAN
9940992,
9941013,HLS BILBAO
9941283,IKIGAI
9941673,HELIOS
9941714,DF MONTMARTRE
9941726,PENELOPE
9941855,BRUGGE
9941910,MULBERRY EXPRESS
9943126,HOSEI MARU NO.7
9943322,CL EMILY BRONTE
9943346,CL AGATHA CHRISTIEIMO номер: 9943346
9943360,CL GEORGE ELIOT
9943384,CL TONI MORRISON
9943396,
9943475,CLEAN RESOLUTIONТип судна: Газовоз для перевозки сжиженного природного газа (LNG Tanker / Large)
9943841,AMORE MIO I
9943853,AXIOS II
9944132,"NORD VIRAGEТип судна: Танкер-химовоз / нефтеналивной танкер (Chemical/Oil Products Tanker, MR-танкер)"
9945289,SEA STAR
9945291,ELANDRA SWALLOW
9945435,CELSIUS GENEVA
9945447,CELSIUS GIZA
9946300,
9946374,GORDON WATERS KNUTSEN
9946398,IGNACY LUKASIEWICZ
9946465,HAFNIA LARVIK
9947598,PUTERI LEDANG
9947639,VANTAGE LNG (Correction: Реестровое имя — LNG INDUS)
9947861,WOO HWANG
9947964,ENERGY ACHILLES
9948293,DAT VENUS
9948700,
9952115,STENA IMPRESSIVE
9952610,MARINA M
9952622,CHANG LONG 51
9952983,BELLA TORTUM ST (ранее фигурировало в системе как HYUNDAI MIPO 8417)
9953248,
9953262,HLAITAN
9953418,AGISILAOSIMO номер: 9953418
9953432,
9953444,ANIKITOS
9953901,NEW ALLIANCEТип судна: Танкер для сырой нефти (Crude Oil Tanker / Aframax)
9954199,
9956006,SEAHORSE 1
9956408,MARAN GAS KASTELORIZO
9957751,DONG GUI 18
9957892,ENEOS MIRAI
9958262,
9958274,SOBAEK EXPLORERIMO номер: 9958274
9958298,NORTH LIGHT
9958315,NORTH OCEAN
9958391,GAS AMETHYST
9958640,
9958688,GAS INNOVATOR
9958999,CELSIUS GALWAY
9959929,
9960306,PEREGRINE PACIFIC
9960590,VENTURE CREOLEIMO номер: 9960590
9960980,NOUNOU
9961398,MARAN GAS SYROS
9961477,GREENERGY OCEAN
9961506,GREENERGY MOON
9961518,GREENERGY WINDТип судна: Газовоз СПГ (LNG Tanker)
9962421,WOODSIDE JIRRUBAKURA
9962433,WOODSIDE BARRUMBARA
9963815,ROTMISTRZ WITOLD PILECKI
9963827,MARAN GAS ANTIPAROS
9964182,
9964558,GAS HUANGHEТип судна: Газовоз (LPG Tanker)
9964584,MEIKOU MARU
9965710,PACIFIC SP MINERVAТип судна: Газовоз СУГ (LPG Tanker)
9967249,BANTRY BAYТип судна: Танкер-химовоз / продуктовоз (Chemical/Oil Products Tanker)
9967328,CLEAN MISTRAL
9967897,ARCTIC TERN
9968413,YUN DING 19
9969376,ENEOS GLORY
9969845,GAS VELA
9970363,KALK BAY
9970519,THUN RELIANCE
9970569,VENTURE PELICAN
9970612,BONITA ANGELAIMO номер: 9970612
9970674,VANTAGE LNG
9970686,HARMONIC BREEZE
9970698,LIBERTY PATHFINDER
9971707,NAVE COSMOSТип судна: Нефтяной танкер / Танкер-продуктовоз (Aframax / LR2)
9971733,NAVE NEUTRINOТип судна: Нефтяной танкер (Aframax / LR2)
9972218,AMARYLLIS KNUTSEN
9972359,HL ALYSSA WARNER
9972361,HL EDWARD AUSTIN
9973640,METRO AEGEAN
9973652,METRO IONIANТип судна: Нефтяной танкер / Танкер-продуктовоз (Aframax / LR2)
9973676,AQUA RAY
9973901,NAVIG8 EXCEL
9974151,PUTERI PERAK
9974591,KAYOH
9974606,LAKE MODRO
9974747,GAS CAMELLIA
9974759,GAS JESSAMINE
9975325,ARCHIMIDISIMO номер: 9975325
9975337,AGAMEMNON
9975519,GASLOG RIVIERA
9975533,PUTERI SARAWAK
9976135,KOOL TIGERТип судна: Газовоз для перевозки сжиженного природного газа (LNG Tanker)
9976147,GAIL SAGAR
9976874,NAVIG8 EXPRESS
9977244,UMM AL HOULТип судна: Газовоз для перевозки сжиженного природного газа (LNG Tanker / Large)
9977268,LESHATT
9977270,AL SAILIYA
9977282,SIMSIMAH
9977309,AL NAAMAHТип судна: Газовоз СПГ (LNG Tanker)
9977311,UMM AL ZUBAR
9977323,UMM HEESH
9977335,UMM AL SHUBRUM
9978339,SFL TAURUS
9978676,NORTH STAR
9978688,OCEAN STAR
9978690,ARCTIC STAR
9978781,CRYSTAL EXPLORERТип судна: Газовоз (LPG/Ammonia Carrier)
9979448,MARATHO
9979761,OCEAN INSPIRATION
9979993,SEATRUST
9980007,SEABORN
9980320,FURE VISKARIMO номер: 9980320
9980485,DONG BAI
9980497,BI WU
9980540,ELISA ARDEA
9980552,ELISA HALCYON
9981374,WADI AL SAIL
9981386,AL ZORE
9981398,AL FAT'H
9981415,UMM WISHAH
9981427,AL NIGYAN
9981465,KOMODO PARK
9981477,TOUBKAL PARKIMO номер: 9981477
9981518,SHRA'OUH
9981520,HALWAN
9981532,AL THUMAID
9983956,FURE VYL
9984716,KEFALONIA GAS (ранее NAUTILUS)
9984883,OSLO STAR
9984962,XIANG HONG 69
9985825,NORD VALHALLA
9985992,EVA PEARL
9986049,
9986063,BU NAKHLAH
9986116,SHAFALLAH
9986609,AL TUWAR
9986611,AL MASHABIYYAH
9986817,
9986829,NEW ARGOSY
9987031,AIOLOSIMO номер: 9987031
9987744,BETELGEUSE
9987768,MINTAKA
9988621,THUN RESOLVE
9988700,CELSIUS GREENLANDТип судна: Газовоз для перевозки СПГ (LNG Tanker)
9989376,KOUAN MARU
9989558,CHANG LONG 75
9989560,XT PROSPERITY
9990155,SUPREME 01
9990533,PACIFIC INEOS MIO
9990557,PACIFIC INEOS HAFRA
9991915,SERI DIAN
9991927,SEASHINE
9991939,AL THURAYYA
9992220,PARTHENON LNG
9992232,OLYMPUS LNG
9992244,FRONTIER LNG
9992880,MUSCAT
9994034,CLEAN RIO GRANDE
9994046,NEW FRONTIER 2
9994709,UM YOSHINO
9994931,DING HENG 31
9995442,MUSTANG
9995727,ALCAIOS I
9995739,ANTAIOS I
9996020,ATLANTIC VOYAGER
9997177,CRYSTAL ODYSSEY
9997218,MH DAISEN
9997971,SEADANCERIMO номер: 9997971
9998547,TORTUGA
9998559,ZUMA
9999632,ADVANTAGE SIERRA
