imo,mmsi,vessel_name,vessel_type,dwt_tons,draft_m,flag,vessel_category,gt,loa_m,beam_m,nav_status,built_year,age_years,compliance_risk_level
9829411,,AQUILA L,Танкер-химовоз / продуктовоз (MR2),49999.0,8.5,Либерия,vessel,29608.0,,,,2018.0,8.0,НИЗКИЙ РИСК
9808326,,DIADEMA,Танкер-химовоз (Chemical/Oil Products Tanker),40072.0,7.6,Багамские Острова,vessel,26548.0,,,,2018.0,8.0,НИЗКИЙ РИСК
9709087,,VIETNAM PROSPERITY,Танкер для перевозки сырой нефти (VLCC — Very Large Crude Carrier),299320.0,11.2,Либерия,vessel,154875.0,,,,2016.0,10.0,НИЗКИЙ РИСК
9393096,,MONTE TAMARO,Танкер для перевозки нефтепродуктов (LR1),76579.0,7.6,Либерия,vessel,43797.0,,,,2009.0,17.0,НИЗКИЙ РИСК
9487471,,NAVE CAPELLAIMO номер: 9487471,Танкер-химовоз (Chemical/Oil Products Tanker),49995.0,8.8,Панама,vessel,30052.0,,,,2013.0,13.0,НИЗКИЙ РИСК
9376660,,STOLT QUETZAL,Танкер-химовоз (Chemical Tanker),12564.0,5.8,Каймановы Острова,vessel,7603.0,,,,2009.0,17.0,НИЗКИЙ РИСК
9884837,,LOUROSIMO номер: 9884837,Танкер-химовоз / продуктовоз (MR2 / LR1),50299.0,7.4,Либерия,vessel,29725.0,,,,2021.0,5.0,НИЗКИЙ РИСК
9478705,,ALPINE LEGENDIMO номер: 9478705,Танкер-химовоз / продуктовоз (LR1),50254.0,,Маршалловы Острова,vessel,29981.0,,,,2010.0,16.0,НИЗКИЙ РИСК
9747132,,ALLIED ATLANTICIMO номер: 9747132,Танкер-химовоз / продуктовоз (MR2),49995.0,,Маршалловы Острова,vessel,29513.0,,,,2018.0,8.0,НИЗКИЙ РИСК
9441207,,MINDORO STAR,Танкер-химовоз / продуктовоз (LR1 / Panamax),73677.0,8.0,Маршалловы Острова,vessel,42010.0,,,,2009.0,17.0,НИЗКИЙ РИСК
9733698,,STORE BAY,Танкер-химовоз / продуктовоз,30711.0,7.5,Панама,vessel,21115.0,,,,2015.0,11.0,НИЗКИЙ РИСК
9799862,,SFL TRINITYIMO номер: 9799862,Танкер для перевозки сырой нефти (Aframax / LR2),115711.0,9.9,Маршалловы Острова,vessel,62370.0,,,,2017.0,9.0,НИЗКИЙ РИСК
9391440,,ISLEMAN,Танкер-химовоз / продуктовоз (MR2),49999.0,7.7,Маршалловы Острова,vessel,29293.0,,,,2009.0,17.0,НИЗКИЙ РИСК
9746229,,CITRINE,Танкер-химовоз / продуктовоз (MR2),49990.0,8.5,Маршалловы Острова,vessel,29767.0,,,,2015.0,11.0,НИЗКИЙ РИСК
9791872,,BRIGHT FUTURE,Танкер для перевозки нефтепродуктов (LR1),74999.0,8.3,Люксембург,vessel,44622.0,,,,2019.0,7.0,НИЗКИЙ РИСК
9377652,,STARLIGHT II,Танкер-химовоз (Chemical/Oil Products Tanker),37847.0,10.7,Маршалловы Острова,vessel,23284.0,,,,2007.0,19.0,НИЗКИЙ РИСК
9478688,,PINE MEADOW,Танкер-химовоз / продуктовоз (MR2),50171.0,8.4,Португалия (Madeira),vessel,29981.0,,,,2010.0,16.0,НИЗКИЙ РИСК
9732539,,BW BRAGE,Газовоз (LPG Tanker / VLGC — Very Large Gas Carrier),54053.0,8.0,Маршалловы Острова,vessel,47965.0,,,,2016.0,10.0,НИЗКИЙ РИСК
9717773,,SEAWAYS LOMA,Танкер-химовоз / продуктовоз (MR2),49990.0,9.7,Маршалловы Острова,vessel,29806.0,,,,2015.0,11.0,НИЗКИЙ РИСК
9798959,,ATLANTIC MARBLE,Танкер-химовоз / продуктовоз (MR2),49999.0,8.5,Маршалловы Острова,vessel,29256.0,,,,2018.0,8.0,НИЗКИЙ РИСК
9937062,,PERTAMINA GAS CASPIA,Газовоз (VLGC — Very Large Gas Carrier),58257.0,8.3,Панама,vessel,53573.0,,,,2024.0,2.0,НИЗКИЙ РИСК
9318228,,ZEA LILIAN,Танкер-химовоз (Chemical/Oil Products Tanker),11249.0,6.1,Португалия (Madeira),vessel,7636.0,,,,2006.0,20.0,НИЗКИЙ РИСК
9391440,,ISLEMAN,Танкер-химовоз / продуктовоз (MR2),49999.0,7.7,Маршалловы Острова,vessel,29293.0,,,,2009.0,17.0,НИЗКИЙ РИСК
9199311,,STOLT SKUA,Танкер-химовоз (Chemical Tanker),8594.0,7.5,Каймановы Острова,vessel,5351.0,,,,1999.0,27.0,НИЗКИЙ РИСК
9806706,,SWAN DIGNITY,Танкер-химовоз (Chemical/Oil Products Tanker),12661.0,7.4,Панама,vessel,7973.0,,,,2017.0,9.0,НИЗКИЙ РИСК
9943384,,CL TONI MORRISON,Танкер-химовоз / продуктовоз (MR2),49352.0,8.2,Либерия,vessel,30259.0,,,,2024.0,2.0,НИЗКИЙ РИСК
9922835,,AQUABLISS,Нефтяной танкер (Suezmax),157747.0,13.3,Либерия,vessel,81072.0,,,,2022.0,4.0,НИЗКИЙ РИСК
9858852,,WISCO ADVENTURE,Танкер-химовоз (MR2),49949.0,8.2,Панама,vessel,29777.0,,,,2021.0,5.0,НИЗКИЙ РИСК
9970612,,BONITA ANGELAIMO номер: 9970612,Танкер-химовоз (Chemical/Oil Products Tanker),14948.0,6.4,Сингапур,vessel,9381.0,,,,2025.0,1.0,НИЗКИЙ РИСК
9895317,,PERTAMINA GAS AMARYLLIS,Газовоз (VLGC — Very Large Gas Carrier),57555.0,8.2,Панама,vessel,52868.0,,,,2021.0,5.0,НИЗКИЙ РИСК
9806706,,SWAN DIGNITY,Танкер-химовоз / продуктовоз,12661.0,7.4,Панама,vessel,7973.0,,,,2017.0,9.0,НИЗКИЙ РИСК
9889564,,DURHAM,Газовоз (LPG Tanker / VLGC — Very Large Gas Carrier),55408.0,11.2,Великобритания,vessel,49231.0,,,,2021.0,5.0,НИЗКИЙ РИСК
9594834,,EAGLE SAN DIEGO,Танкер для перевозки сырой нефти (Suezmax),157849.0,17.1,Сингапур,vessel,80783.0,,,,2012.0,14.0,НИЗКИЙ РИСК
9422392,,ZARUMA,Танкер для сырой нефти (Aframax / LR2),105073.0,,Панама,vessel,57258.0,,,,2009.0,17.0,НИЗКИЙ РИСК
9301744,,VICTORY (ранее ICE VICTORY),Танкер для сырой нефти (Crude Oil Tanker / LR1),70372.0,,Либерия,vessel,388322.0,,,,2006.0,20.0,
9550694,,"K LUCKY (ранее UOG HERMES, UACC EAGLE)",Танкер для сырой нефти (Crude Oil Tanker / LR1),73410.0,,Маршалловы острова,vessel,420102.0,,,,2009.0,17.0,НИЗКИЙ РИСК
9898553,,FRONT MAINE (ранее DICKENS),Танкер для сырой нефти (VLCC — Very Large Crude Carrier),299982.0,,Маршалловы острова,vessel,1562372.0,,,,2021.0,5.0,НИЗКИЙ РИСК
9592290,,NISSOS PAROS,Танкер для сырой нефти (Aframax / LR2),115723.0,8.0,Греция,vessel,613202.0,,,На якоре (At anchor),2012.0,14.0,
9786243,,SM FALCON (бывш. AGON),Танкер для химических грузов и нефтепродуктов (Chemical/Oil Products Tanker),50017.0,7.6,Панама,vessel,297622.0,,,На ходу (Under way),2017.0,9.0,НИЗКИЙ РИСК
9252448,,IVY PEARL (бывш. BOURDA),Танкер для перевозки нефти и химических грузов (Medium Range Tanker),47323.0,7.7,Гонконг,vessel,275122.0,,,На якоре (At anchor),2003.0,23.0,ВЫСОКИЙ РИСК
9422988,,VOLANS (также известное как NEW MILOS),Танкер для сырой нефти (Aframax / LR2),99876.0,9.4,Барбадос,vessel,549162.0,,,Пришвартовано (Moored),2009.0,17.0,КРИТИЧЕСКИ ВЫСОКИЙ РИСК
9543500,,YARE,Танкер для сырой нефти (Aframax / LR2),104579.0,7.0,Венесуэла,vessel,563262.0,,,На якоре (At anchor),2011.0,15.0,КРИТИЧЕСКИ ВЫСОКИЙ РИСК
9047386,,"BEAUTY ONE (бывш. AFRICAN BEAUTY, PACIFIC OPAL)",Танкер для сырой нефти (Medium Range Tanker),46851.0,6.8,Коморские острова,vessel,282772.0,,,На ходу (Under way — маневрирование/позиционирование),1993.0,33.0,КРИТИЧЕСКИ ВЫСОКИЙ РИСК
9117480,,NEGRA HIPOLITA,Танкер для перевозки нефтепродуктов (Product Tanker),47144.0,8.9,Венесуэла,vessel,283382.0,,,Пришвартовано (Moored),1996.0,30.0,КРИТИЧЕСКИ ВЫСОКИЙ РИСК
9794159,,ASPHALT SYNERGY,Танкер-битумовоз (Asphalt/Bitumen Tanker),36771.0,9.3,Маршалловы острова,vessel,261182.0,,,На ходу (Under way),2018.0,8.0,НИЗКИЙ РИСК
9945289,,SEA STAR,Танкер для сырой нефти (Aframax / LR2),109999.0,8.5,Греция,vessel,623732.0,,,На якоре / У причала,2023.0,3.0,НИЗКИЙ РИСК
9503586,,ANITA (бывш. YORACO),Супертанкер (Aframax / LR2),113000.0,12.0,Танзания,vessel,641212.0,,,На якоре (At anchor),2022.0,4.0,КРИТИЧЕСКИ ВЫСОКИЙ РИСК
9250622,,RENE (бывш. KAIMON II)IMO номер: 9250622,Супертанкер (VLCC — Very Large Crude Carrier),314014.0,3.0,Панама,vessel,1600792.0,,,На якоре (At anchor),2002.0,24.0,КРИТИЧЕСКИ ВЫСОКИЙ РИСК
9199713,,"ELIAK (бывш. BOVISTA, DYNASTY)",Танкер для перевозки сырой нефти (Aframax),106644.0,8.0,Палау,vessel,573312.0,,,На якоре (At anchor),1999.0,27.0,ВЫСОКИЙ РИСК
9984883,,OSLO STAR,Танкер для нефтепродуктов (LR2 / Aframax),115332.0,8.5,Маршалловы острова,vessel,629302.0,,,На ходу (Under way),2025.0,1.0,НИЗКИЙ РИСК
9224453,,TRACOS (бывш. BERLINA)IMO номер: 9224453,Танкер для перевозки сырой нефти (Suezmax),159196.0,9.2,Панама,vessel,810852.0,,,На якоре (At anchor),2002.0,24.0,КРИТИЧЕСКИ ВЫСОКИЙ РИСК
9590008,,,Супертанкер (VLCC — Very Large Crude Carrier),320840.0,18.0,Танзания (регистрация судна в реестре находится под мониторингом ввиду санкционных нарушений),vessel,1675722.0,,,На якоре (At anchor),2013.0,13.0,КРИТИЧЕСКИ ВЫСОКИЙ РИСК
9261396,,STEF,Танкер для перевозки нефти и химических грузов (Handy),37248.0,9.8,Панама,vessel,232352.0,,,На ходу (Under way),2003.0,23.0,ВЫСОКИЙ РИСК
9247821,,BALSA,Танкер для перевозки сырой нефти (Aframax / LR2),106638.0,9.3,Панама,vessel,575292.0,,,На ходу (Under way),2002.0,24.0,ВЫСОКИЙ РИСК
9997971,,SEADANCERIMO номер: 9997971,Танкер для сырой нефти (Aframax / LR2),113835.0,9.4,Мальта,vessel,627162.0,,,На ходу (Under way),2025.0,1.0,ВЫСОКИЙ РИСК
9928023,,ARZANAH,"Супертанкер (VLCC — Very Large Crude Carrier), оснащен двухтопливными двигателями (LNG-ready)",299425.0,11.0,Либерия,vessel,1566732.0,,,На ходу (Under way),2023.0,3.0,НИЗКИЙ РИСК
9858034,,VIRTUS ET LABOR,Супертанкер (VLCC — Very Large Crude Carrier),299995.0,,Маршалловы острова,vessel,1562372.0,336.0,60.0,На ходу (Under way),2020.0,6.0,взаимодействия с данным судном оценивается как средний.
9857858,,MEDITERRANEAN VOYAGER,Танкер для перевозки сырой нефти (Aframax / LR2),115166.0,,Багамские острова,vessel,626582.0,250.0,44.0,На ходу (Under way),2019.0,7.0,взаимодействия с данным судном оценивается как низкий.
9110183,,MORNING SUN,Танкер для нефтепродуктов (Aframax / LR2),98743.0,,Панама,vessel,571452.0,244.8,41.2,На якоре,1996.0,30.0,КРИТИЧЕСКИ ВЫСОКИЙ РИСК
9167174,,RIANA,Танкер для перевозки сырой нефти (Handysize),34860.0,,"Панама Основные габариты: Длина (LOA) — 171.00 м, ширина — 27.40 м",vessel,221812.0,171.0,27.4,На ходу (Under way),2000.0,26.0,ВЫСОКИЙ РИСК
9133836,,MORITZ,Газовоз (LPG Tanker),18713.0,,Панама,vessel,135002.0,153.92,24.6,Активен,1997.0,29.0,ВЫСОКИЙ РИСК
8917845,,VANESSA,Газовоз (LPG Tanker),17577.0,,"Коморские острова Основные габариты: Длина (LOA) — 160.00 м, ширина — 25.90 м",vessel,177782.0,160.0,25.9,"На ходу / Активен. Текущий статус: Судно осуществляет регулярные рейсы в территориальных водах Венесуэлы (порты Маракайбо, Хосе, Бахо-Гранде)",1991.0,35.0,ВЫСОКИЙ РИСК
9848223,,TOYA,Танкер для перевозки сырой нефти (VLCC — Very Large Crude Carrier),311393.0,,"Панама Основные габариты: Длина (LOA) — 340.00 м, ширина — 60.00 м",vessel,1605972.0,340.0,60.0,На ходу (Under way),2020.0,6.0,ВЫСОКИЙ РИСК
9191400,,KELLY,Супертанкер (VLCC — Very Large Crude Carrier),314026.0,,"Панама Основные габариты: Длина (LOA) — 333.00 м, ширина — 60.00 м",vessel,1600792.0,333.0,60.0,,2000.0,26.0,КРИТИЧЕСКИ ВЫСОКИЙ РИСК
9853840,,NISSOS DONOUSSAIMO номер: 9853840,Танкер для перевозки сырой нефти (VLCC — Very Large Crude Carrier),318744.0,11.0,"Маршалловы острова Основные габариты: Длина (LOA) — 333.00 м, ширина — 60.00 м",vessel,1604572.0,333.0,60.0,На ходу (Under way),2019.0,7.0,взаимодействия с данным судном оценивается как низкий.Рекомендация: Стандартная процедура проверки контрагента (Due Diligence) является полностью достаточной для верификации легитимности сделки.
9522269,,GAS JULIIMO номер: 9522269,Газовоз (LPG / Coaster),10315.0,,"Либерия Основные габариты: Длина (LOA) — 120.40 м, ширина — 19.80 м",vessel,91602.0,120.4,19.8,"На ходу / Активен.Текущий статус: По последним доступным данным, судно находилось в районе Колумбии и следовало по направлению к терминалу Хосе (Венесуэла)",2010.0,16.0,"взаимодействия с данным судном оценивается как низкий. Рекомендация: Стандартная процедура проверки контрагента (Due Diligence) является полностью достаточной. Рекомендуется отслеживать операционную активность судна при работе с портами, находящимися под международными санкциями (например, в Венесуэле), чтобы убедиться, что характер перевозимого груза соответствует актуальным требованиям комплаенса."
9281011,,EKSPANDER,Танкер для перевозки сырой нефти (Aframax / LR2),115048.0,,"Россия Основные габариты: Длина (LOA) — 249.90 м, ширина — 44.00 м",vessel,628452.0,249.9,44.0,На якоре.Текущий статус: Находится в районе терминала Хосе (Венесуэла),2004.0,22.0,ВЫСОКИЙ РИСК
9835848,,MARLIN SICILY,Танкер для перевозки сырой нефти (Suezmax),149999.0,,Маршалловы острова,vessel,828392.0,274.3,48.0,На ходу / Активен,2019.0,7.0,взаимодействия с данным судном оценивается как низкий.
9922108,,SEA ONYX,Танкер для перевозки сырой нефти (Suezmax),156646.0,9.5,Греция,vessel,829162.0,274.29,48.0,На ходу / В порту,2022.0,4.0,взаимодействия с данным судном оценивается как низкий.
9980007,,SEABORN,Танкер для перевозки сырой нефти (Aframax / LR2),114437.0,8.5,Мальта,vessel,624312.0,249.99,42.4,На ходу / В порту,2025.0,1.0,взаимодействия с данным судном оценивается как низкий.
9804423,,PAUL A. DESGAGNES,"Танкер-химовоз / Продуктовоз (двухтопливный, работает на СПГ и дизельном топливе)",14980.0,8.0,Канада,vessel,120612.0,135.0,23.5,На ходу (Under way),2018.0,8.0,взаимодействия с данным судном оценивается как низкий.
9457878,,HURON,Танкер-химовоз / Продуктовоз,21224.0,7.1,Маршалловы острова,vessel,129082.0,156.7,22.9,На ходу (Under way),2010.0,16.0,взаимодействия оценивается как средний из-за недавних выявленных серьезных проблем с техническим состоянием и безопасностью судна.
9340477,,OCTONAUTIMO номер: 9340477,Танкер-химовоз / Продуктовоз,19983.0,6.2,"Маршалловы острова Основные габариты: Длина (LOA) — 145.50 м, ширина — 23.70 м",vessel,115702.0,145.5,23.7,На ходу (Under way),2007.0,19.0,взаимодействия с данным судном оценивается как низкий.Рекомендация: Судно является добросовестным контрагентом. Стандартная процедура проверки контрагента (Due Diligence) является полностью достаточной для верификации легитимности сделки.
9422677,,MARI GALAXY,Танкер-химовоз / Продуктовоз,19355.0,6.9,"Сингапур Основные габариты: Длина (LOA) — 146.60 м, ширина — 23.70 м",vessel,117922.0,146.6,23.7,На ходу (Under way),2010.0,16.0,взаимодействия с данным судном оценивается как низкий.Рекомендация: Стандартная процедура проверки контрагента (Due Diligence) является полностью достаточной для верификации легитимности сделки.
9589944,,NAVE CETUS,Танкер-продуктовоз (LR1 / Panamax),65000.0,7.6,"Либерия Основные габариты: Длина (LOA) — 228.00 м, ширина — 32.24 м",vessel,423412.0,228.0,32.24,На ходу (Under way),2012.0,14.0,взаимодействия с данным судном оценивается как низкий.Рекомендация: Судно является добросовестным контрагентом. Стандартная процедура проверки контрагента (Due Diligence) является полностью достаточной для верификации легитимности сделки.
1071410,,ASP SUNSHINE,Танкер-химовоз / Продуктовоз (Medium Range),49704.0,9.8,"Панама Основные габариты: Длина (LOA) — 183.00 м, ширина — 32.00 м",vessel,298962.0,183.0,32.0,На ходу (Under way),2026.0,1.0,взаимодействия с данным судном оценивается как низкий.Рекомендация: Судно является добросовестным контрагентом. Стандартная процедура проверки контрагента (Due Diligence) является полностью достаточной для верификации легитимности сделки.
9696682,,STI ROSE,Танкер для перевозки сырой нефти (LR2 / Aframax),109999.0,8.6,"Маршалловы острова Основные габариты: Длина (LOA) — 256.00 м, ширина — 43.00 м",vessel,627692.0,256.0,43.0,На якоре (At anchor),2015.0,11.0,взаимодействия с данным судном оценивается как низкий.Рекомендация: Судно является добросовестным контрагентом. Стандартная процедура проверки контрагента (Due Diligence) является полностью достаточной для верификации легитимности сделки.
9895264,,MARAN THULEIMO номер: 9895264,Челночный танкер (Shuttle Tanker) для перевозки сырой нефти,147098.0,15.7,"Багамские острова Основные габариты: Длина (LOA) — 279.00 м, ширина — 49.00 м",vessel,860472.0,279.0,49.0,На ходу (Under way),2022.0,4.0,взаимодействия с данным судном оценивается как низкий.Рекомендация: Стандартная процедура проверки контрагента (Due Diligence) является полностью достаточной.
9780770,,NORSE SPIRIT,Челночный танкер (Shuttle Tanker) для перевозки сырой нефти,148167.0,9.3,Канада,vessel,857622.0,280.0,49.0,На ходу (Under way),2017.0,9.0,взаимодействия с данным судном оценивается как низкий.
9891696,,AIFANOURIOS,Танкер для перевозки сырой нефти (Aframax / LR2),116015.0,13.3,Маршалловы острова,vessel,643052.0,249.9,44.0,На ходу (Under way),2021.0,5.0,взаимодействия с данным судном оценивается как низкий.
9717137,,,,109999.0,9.0,,vessel,642452.0,249.99,44.0,На ходу (Under way),,,взаимодействия с данным судном оценивается как низкий.
9655987,,CLEAROCEAN MARIGOLD,Танкер-химовоз / Продуктовоз (MR Tanker),49999.0,12.2,Сингапур,vessel,297052.0,183.0,32.2,На ходу (Under way),2014.0,12.0,взаимодействия с данным судном оценивается как низкий.
9915911,,KUNLUN,Газовоз СПГ (LNG Tanker),91509.0,9.3,"Гонконг Основные габариты: Длина (LOA) — 295.00 м, ширина — 45.00 м",vessel,1142092.0,295.0,45.0,На ходу (Under way),2023.0,3.0,взаимодействия с данным судном оценивается как низкий.Рекомендация: Стандартная процедура проверки контрагента (Due Diligence) является полностью достаточной для верификации легитимности сделки.
9185528,,,Танкер для перевозки сырой нефти (Suezmax),159959.0,,"Камерун Основные габариты: Длина (LOA) — 274.26 м, ширина — 48.00 м",vessel,811512.0,274.26,48.0,На ходу (Under way),2000.0,26.0,"взаимодействия с данным судном оценивается как критически высокий.Рекомендация: Категорически не рекомендуется любое коммерческое, операционное или финансовое взаимодействие с данным судном. Любые операции с этим активом напрямую нарушают международное санкционное законодательство и несут риск применения вторичных санкций в отношении контрагентов."
9190638,,HANNE KNUTSEN,Плавучая установка для хранения и отгрузки нефти (FSO — Floating Storage and Offloading),123581.0,12.0,Норвегия,vessel,740042.0,264.68,42.5,Ошвартовано (Moored),2000.0,26.0,взаимодействия оценивается как низкий.
9466910,,SWAN BALTIC,Танкер-химовоз / Продуктовоз,6702.0,6.0,Португалия (Мадейра),vessel,52062.0,116.0,18.0,На ходу (Under way),2022.0,4.0,взаимодействия с данным судном оценивается как низкий.
9728423,,,Танкер для перевозки сырой нефти (Aframax / LR2),114667.0,8.2,"Сингапур Основные габариты: Длина (LOA) — 250.00 м, ширина — 44.00 м",vessel,634972.0,250.0,44.0,На ходу (Under way),2016.0,10.0,взаимодействия оценивается как низкий.Рекомендация: Судно является добросовестным контрагентом. Стандартная процедура проверки контрагента (Due Diligence) является достаточной для верификации легитимности сделки.
9843912,,MARAN TIDE,Челночный танкер (Shuttle Tanker) для перевозки сырой нефти,129632.0,9.6,"Багамские острова Основные габариты: Длина (LOA) — 276.66 м, ширина — 46.00 м",vessel,853292.0,276.66,46.0,На ходу (Under way),2020.0,6.0,взаимодействия с данным судном оценивается как низкий.Рекомендация: Судно является добросовестным контрагентом. Стандартная процедура проверки контрагента (Due Diligence) является полностью достаточной для верификации легитимности сделки.
9920497,,NEWBURY,Танкер для перевозки сырой нефти (Aframax / LR2),112095.0,8.3,Багамские острова,vessel,601352.0,237.0,44.0,На ходу (Under way),2022.0,4.0,взаимодействия с данным судном оценивается как низкий.
9411020,,BRATSK,Танкер для перевозки сырой нефти (Suezmax),156572.0,,Россия,vessel,837472.0,274.0,48.0,На ходу (Under way),2009.0,17.0,взаимодействия оценивается как критически высокий.
9630030,,TORILL KNUTSEN,Челночный танкер (Shuttle Tanker) для перевозки сырой нефти,123166.0,9.3,Норвегия,vessel,808502.0,275.7,46.0,На ходу (Under way),2013.0,13.0,взаимодействия с данным судном оценивается как низкий.
9683049,,KMARIN RIGOUR,Танкер для перевозки сырой нефти (Aframax / LR2),109475.0,9.0,"Остров Мэн (Великобритания) Основные габариты: Длина (LOA) — 249.85 м, ширина — 44.00 м",vessel,643092.0,249.85,44.0,На ходу (Under way),2016.0,10.0,взаимодействия с данным судном оценивается как низкий.Рекомендация: Стандартная процедура проверки контрагента (Due Diligence) является полностью достаточной для верификации легитимности сделки.
9318230,,AMAK SWAN,Бункеровщик / Танкер-химовоз (Bunker Tanker / Chemical/Oil Products Tanker),3476.0,5.8,"Дания Основные габариты: Длина (LOA) — 93 м, ширина — 14 м",vessel,26112.0,93.0,14.0,Ошвартовано (Moored),2005.0,21.0,взаимодействия оценивается как низкий.Рекомендация: Стандартная процедура проверки контрагента (Due Diligence) является достаточной для верификации легитимности сделки.
9256432,,BIT POWERIMO номер: 9256432,Танкер-асфальтовоз / битумовоз (Asphalt/Bitumen Tanker),6719.0,7.1,"Нидерланды Основные габариты: Длина (LOA) — 116.90 м, ширина — 18.00 м",vessel,65562.0,116.9,18.0,Ошвартовано (Moored),2003.0,23.0,взаимодействия с данным судном оценивается как низкий.Рекомендация: Стандартная процедура проверки контрагента (Due Diligence) является достаточной.
9457024,,SONGA COSMOS,Танкер-химовоз / Продуктовоз,25130.0,9.3,Мальта,vessel,178622.0,170.11,26.2,Ошвартовано (Moored),2010.0,16.0,взаимодействия с данным судном оценивается как низкий.
9488839,,ASTREA,Танкер-химовоз / Продуктовоз,11215.0,8.1,Швеция,vessel,73662.0,129.5,19.8,Ошвартовано (Moored),2010.0,16.0,взаимодействия с данным судном оценивается как низкий.
9862475,,FLEX VIGILANT,Газовоз (LNG Tanker),93764.0,7.8,Маршалловы острова,vessel,1164302.0,297.0,46.4,На якоре (At anchor),2021.0,5.0,взаимодействия с данным судном оценивается как низкий.
9739812,,RAMANDA,Танкер-химовоз / Продуктовоз,17994.0,8.8,Швеция,vessel,127702.0,149.9,22.8,На ходу (Under way),2018.0,8.0,взаимодействия с данным судном оценивается как низкий.
9943360,,CL GEORGE ELIOT,Танкер-химовоз / Продуктовоз,49355.0,8.2,Либерия,vessel,302592.0,183.24,32.2,На якоре (At anchor),2023.0,3.0,взаимодействия с данным судном оценивается как низкий.
9737383,,OSLO TS,Танкер для перевозки сырой нефти (Aframax),112949.0,9.0,Мальта,vessel,625572.0,249.97,44.0,На ходу (Under way),2017.0,9.0,взаимодействия с данным судном оценивается как низкий.
9274800,,ASTRAL,Танкер для перевозки сырой нефти (Aframax),114500.0,14.8,Сьерра-Леоне,vessel,628772.0,249.87,43.8,На ходу (Under way),2004.0,22.0,взаимодействия оценивается как критически высокий.
9368235,,NEVAH,Танкер для перевозки сырой нефти / нефтепродуктов,108936.0,,Камерун,vessel,628632.0,245.07,42.0,На ходу (Under way),2008.0,18.0,взаимодействия оценивается как критически высокий.
9271573,,VIXENA,Танкер для перевозки сырой нефти (Suezmax),150611.0,14.5,Сьерра-Леоне,vessel,788962.0,274.2,48.0,На ходу (Under way),2004.0,22.0,взаимодействия оценивается как критически высокий.
9273351,,ETERNAL,Танкер-продуктовоз (Oil Products Tanker),45915.0,8.2,Либерия,vessel,282032.0,179.9,32.2,На ходу (Under way),2004.0,22.0,взаимодействия оценивается как критически высокий.
9688831,,STI MADISON,Танкер для перевозки сырой нефти (Aframax / LR2),109999.0,12.4,Маршалловы острова,vessel,648272.0,256.39,43.0,На ходу (Under way),2014.0,12.0,взаимодействия с данным судном оценивается как низкий.
9378307,,CORAL FURCATA,Газовоз (LPG / LNG Carrier),10441.0,7.3,Либерия,vessel,101052.0,137.01,19.8,На ходу (Under way),2011.0,15.0,взаимодействия с данным судном оценивается как низкий.
9544607,,JANINE K,Танкер-продуктовоз (Oil Products Tanker),48045.0,11.4,Мальта,vessel,287972.0,180.0,32.0,На ходу (Under way),2009.0,17.0,взаимодействия с данным судном оценивается как повышенный.
9785689,,STI GALATA,Танкер-химовоз / Продуктовоз (MR2),49990.0,10.6,Маршалловы острова,vessel,297602.0,183.34,32.2,На ходу (Under way),2017.0,9.0,взаимодействия с данным судном оценивается как низкий.
9418822,,HARBOUR EXPRESSIMO номер: 9418822,Танкер-химовоз / Продуктовоз,20522.0,6.8,"Португалия (Мадейра) Основные габариты: Длина (LOA) — 161.65 м, ширина — 22.40 м",vessel,127452.0,161.65,22.4,На ходу (Under way),2011.0,15.0,взаимодействия с данным судном оценивается как низкий.Рекомендация: Судно является добросовестным контрагентом. Стандартная процедура проверки контрагента (Due Diligence) является полностью достаточной для верификации легитимности сделки.
9972684,,SPIRIT LNG,Газовоз (LNG Tanker),88808.0,9.6,Либерия,vessel,1157182.0,290.0,46.0,На ходу (Under way),2026.0,,взаимодействия с данным судном оценивается как низкий.
9451226,,BALTIC,Танкер-химовоз / Продуктовоз,11253.0,8.5,Дания,vessel,73242.0,129.5,19.8,На ходу (Under way),2020.0,6.0,взаимодействия с данным судном оценивается как низкий.
9804033,,YURIY KUCHIEV,Танкер-газоконденсатовоз (ледовый класс Arc7),52292.0,9.4,Кипр,vessel,395942.0,229.2,32.5,На ходу (Under way),2019.0,7.0,взаимодействия оценивается как средний.
9750749,,GEORGIY USHAKOV,"Газовоз (LNG Tanker, ледовый класс ARC7)",96796.0,12.2,Багамские острова,vessel,1289692.0,299.0,50.0,На ходу (Under way),2019.0,7.0,взаимодействия с данным судном оценивается как высокий.
9513438,,DAN SABIA,Танкер для перевозки сырой нефти (Aframax/LR2),59317.0,8.0,Дания,vessel,363032.0,207.0,32.2,На ходу (Under way),2012.0,14.0,взаимодействия с данным судном оценивается как низкий.
9997983,,SEABRAVERY,Танкер для перевозки сырой нефти (Aframax/LR2),113879.0,8.6,Мальта,vessel,627732.0,250.0,44.0,На ходу (Under way),2025.0,1.0,взаимодействия с данным судном оценивается как низкий.
9920693,,SEA AMETHYST,Танкер для перевозки сырой нефти (Suezmax),157146.0,15.8,Греция,vessel,809342.0,277.36,48.0,На ходу (Under way),2022.0,4.0,взаимодействия с данным судном оценивается как низкий.
9624067,,NORDLOTUS,Танкер для перевозки сырой нефти (Aframax),105543.0,8.2,Португалия (Мадейра),vessel,570812.0,228.6,42.0,На ходу (Under way),2013.0,13.0,взаимодействия с данным судном оценивается как низкий.
