vessel_name,imo,mmsi,call_sign,vessel_type,built_year,age_years,flag,dwt_tons,gt,loa_m,beam_m,draft_m,nav_status,speed_knots,destination_port,destination_context,departure_port,arrival_datetime,compliance_risk_level,sanctions_tags,risk_source,synthetic_fields,imputed_fields,registry_mock_fields,imo_valid,vessel_category,source_confidence,raw_text
HELLAS BLISSIMO номер: 9989649,9989649,538011340,V7A6984,Газовоз / Танкер для сжиженного газа / VLGC (Very Large Gas Carrier / LPG Tanker),2025,1,Маршалловы Острова,55711.0,49551.0,229.8,32.25,11.9,переход в направлении Центральной Америки / Панамского канала,14.4,CR PNM (Панама / терминалы Панамского канала),"поставки энергоносителей , имеет безупречную историю эксплуатации и прозрачный комплаенс-профиль без международных санкционных ограничений (OFAC/EU)","Хьюстон, США (Houston, United States)",11 августа 2026 г,LOW,OFAC,explicit,,,,True,vessel,parsed,"Наименование: HELLAS BLISSIMO номер: 9989649 MMSI: 538011340 Позывной: V7A6984 Тип судна: Газовоз / Танкер для сжиженного газа / VLGC (Very Large Gas Carrier / LPG Tanker)  Год постройки: 2025  Флаг: Маршалловы ОстроваПорт назначения: CR PNM (Панама / терминалы Панамского канала), расчетное время прибытия (ETA): 11 августа 2026 г., 18:00 UTC (через 3 дня).Технические характеристикиДедвейт (DWT): 55 711 тонн  Валовая вместимость (GT): 49 551  Размеры: Длина (LOA) — 229.80 м, ширина (Beam) — 32.25 м  Текущая осадка: 11.9 мНавигационные параметры: Навигационный статус — на ходу (Under way), курс — 179.7°, скорость — 14.4 узла (переход в направлении Центральной Америки / Панамского канала).Последний порт / Локация: Хьюстон, США (Houston, United States — отход 7 августа 2026 г., около 1 дня назад после завершения погрузочных операций).Операционный профиль и комплаенсОператор / Менеджмент: Судно находится под управлением греческой судоходной компании Latsco Marine Management (Latsco Shipping).Санкционный статус: НИЗКИЙ РИСК / ЧИСТЫЙ ПРОФИЛЬ (LOW / CLEARED).Факторы риска:верхнеуровневый современный газовоз (VLGC) построенный на верфи HD Hyundai Heavy Industries в Южной Корее под флагом Маршалловых Островов. Судно задействовано в трансокеанских поставках энергоносителей (LPG), имеет безупречную историю эксплуатации и прозрачный комплаенс-профиль без международных санкционных ограничений (OFAC/EU)."
EUGENIA GAS (бывш. Patagoniagas),8813099,312000006,V3SG7,Газовоз / Танкер для СУГ (LPG Tanker / Handy),1991,35,Белиз,16139.0,11822.0,158.02,21.3,6.9,At Anchor / На якорной стоянке,13.0,"Не указан / Локальный отстой в районе Мексиканского залива (последний зафиксированный порт маршрута — Коацакоалькос / рейд Пахаритос, Мексика)","Газовоз / Танкер для СУГ · флаг: Белиз · маршрут: Рейд Коацакоалькос / Пахаритос, Мексика (Coatzacoalcos Anch., Mexico — прибытие в конце апреля 2026 года и последующий простой) → Не указан / Локальный отстой в районе Мексиканского залива (последний зафиксированный порт маршрута — Коацакоалькос / рейд Пахаритос, Мексика) · At Anchor · возраст: 35 лет","Рейд Коацакоалькос / Пахаритос, Мексика (Coatzacoalcos Anch., Mexico — прибытие в конце апреля 2026 года и последующий простой)","31 августа 2026 г., 13:15 UTC",LOW,OFAC,explicit,speed_knots,,arrival_datetime,True,vessel,parsed,"Наименование: **EUGENIA GAS** (бывш. *Patagoniagas*)

IMO номер: **8813099**

MMSI: **312000006**

Позывной: **V3SG7**

Тип судна: **Газовоз / Танкер для СУГ (LPG Tanker / Handy)**

Год постройки: **1991** (верфь *AG ""Weser"" / Seebeckwerft* или *Nordseewerke*, Германия)

Флаг: **Белиз**

Порт назначения: **Не указан / Локальный отстой в районе Мексиканского залива** (последний зафиксированный порт маршрута — Коацакоалькос / рейд Пахаритос, Мексика).

---

### Технические характеристики

* **Дедвейт (DWT):** 16 139 тонн
* **Валовая вместимость (GT):** 11 822
* **Размеры:** Длина (LOA) — 158.02 м, ширина (Beam) — 21.30–22.00 м
* **Текущая осадка:** **6.9 м**
* **Навигационные параметры:** Судно находится в неактивном статусе / на длительной стоянке (*Laid Up*), скорость — **0.0 узлов**.
* **Последний порт / Локация:** Рейд Коацакоалькос / Пахаритос, Мексика (*Coatzacoalcos Anch., Mexico* — прибытие в конце апреля 2026 года и последующий простой).

---

### Операционный профиль и комплаенс

* **Оператор / Менеджмент:** Судно находится под управлением греческой судоходной компании *Benelux Overseas Inc.*
* **Санкционный статус:** **НИЗКИЙ РИСК / ЧИСТЫЙ ПРОФИЛЬ (LOW / CLEARED)**.
* **Факторы риска:** Возрастной газовоз под флагом Белиза, задействованный в региональной логистике сжиженных газов на маршрутах Центральной и Южной Америки (Мексика, Венесуэла, Карибский бассейн). Международные санкционные ограничения (OFAC/EU) отсутствуют."
NFE PENGUIN (бывш. Golar Penguin до июля 2023 года),9624938,538004979,V7AE8,Газовоз СПГ / LNG Carrier (TFDE / Membrane Type),2014,12,Маршалловы Острова,82181.0,102100.0,280.06,43.4,10.5,"вероятный длительный отстой, плавучее хранилище (FSRU/FLNG профиль",14.0,"Альтамира, Мексика (Altamira, Mexico)",цепочках поставок LNG (включая проекты NFE в Мексике и Карибском бассейне). Прямые санкционные ограничения (OFAC/EU) отсутствуют,"Darwin LNG, Australia (AU DRW)",31 декабря 2026 г,LOW,OFAC,explicit,speed_knots,,departure_port,True,vessel,parsed,"Наименование: **NFE PENGUIN** (бывш. *Golar Penguin* до июля 2023 года)

IMO номер: **9624938**

MMSI: **538004979**

Позывной: **V7AE8**

Тип судна: **Газовоз СПГ / LNG Carrier (TFDE / Membrane Type)**

Год постройки: **2014** (верфь *Samsung Heavy Industries*, Южная Корея)

Флаг: **Маршалловы Острова**

Порт назначения: **Альтамира, Мексика (Altamira, Mexico)**, расчетное время прибытия (ETA): 31 декабря 2026 г., 00:00 UTC (дата введена как номинальная или долгосрочный план расписания).

---

### Технические характеристики

* **Дедвейт (DWT):** 82 181 тонна
* **Валовая вместимость (GT):** 102 100
* **Размеры:** Длина (LOA) — 280.06 м, ширина (Beam) — 43.40 м
* **Текущая осадка:** **10.5 м**
* **Навигационные параметры:** Навигационный статус — позиционирование по спутнику, курс — 206.1°, скорость — **0.0 узлов** (вероятный длительный отстой, плавучее хранилище (FSRU/FLNG профиль) или подготовительный этап перед транспортировкой СПГ).

---

### Операционный профиль и комплаенс

* **Оператор / Менеджмент:** Судно связано с операционной структурой компании *New Fortress Energy (NFE)*, специализирующейся на инфраструктуре сжиженного природного газа и решениях FSRU.
* **Санкционный статус:** **НИЗКИЙ РИСК / ЧИСТЫЙ ПРОФИЛЬ (LOW / CLEARED)**.
* **Факторы риска:** Крупнотоннажный высокотехнологичный газовоз под флагом Маршалловых Островов (классификация ведущего международного общества). Судно задействовано в цепочках поставок LNG (включая проекты NFE в Мексике и Карибском бассейне). Прямые санкционные ограничения (OFAC/EU) отсутствуют."
HLS DIAMOND,9940605,636021823,5LFV9,Большой газовоз / Танкер для перевозки сжиженного нефтяного газа (VLGC / LPG Carrier),2023,3,Либерия,55383.0,48805.0,230.0,32.25,11.8,трансатлантический/транстихоокеанский переход после транзита зоны Панамского канала в направлении Азии,15.1,"Тиба, Япония (Chiba, Japan)","Большой газовоз / Танкер для перевозки сжиженного нефтяного газа · флаг: Либерия · маршрут: Тихоокеанский рейд Панамского канала (Panama Canal Anch. Pacific, Panama) → Тиба, Япония (Chiba, Japan) · трансатлантический · возраст: 3 лет","Тихоокеанский рейд Панамского канала (Panama Canal Anch. Pacific, Panama)",28 августа 2026 г,LOW,OFAC,explicit,,,,True,vessel,parsed,"Наименование: **HLS DIAMOND**

IMO номер: **9940605**

MMSI: **636021823**

Позывной: **5LFV9**

Тип судна: **Большой газовоз / Танкер для перевозки сжиженного нефтяного газа (VLGC / LPG Carrier)**

Год постройки: **2023**

Флаг: **Либерия**

Порт назначения: **Тиба, Япония (Chiba, Japan)**, расчетное время прибытия (ETA): 28 августа 2026 г., 06:00 UTC (через 17 дней).

---

### Технические характеристики

* **Дедвейт (DWT):** 55 383 тонны
* **Валовая вместимость (GT):** 48 805
* **Размеры:** Длина (LOA) — 230.00 м, ширина (Beam) — 32.25 м
* **Текущая осадка:** **11.8 м**
* **Навигационные параметры:** Курс — 180°, скорость — 15.1 узла (трансатлантический/транстихоокеанский переход после транзита зоны Панамского канала в направлении Азии).
* **Последний порт / Локация:** Тихоокеанский рейд Панамского канала (*Panama Canal Anch. Pacific, Panama* — отход 5 августа 2026 г.).

---

### Операционный профиль и комплаенс

* **Классификация / Управление:** Судно оснащено современными двухпаливными двигателями и соответствует высоким экологическим стандартам (*IMO Tier III*).
* **Санкционный статус:** **НИЗКИЙ РИСК / ЧИСТЫЙ ПРОФИЛЬ (LOW / CLEARED)**.
* **Факторы риска:** Современный высокотехнологичный газовоз под флагом Либерии, выполняющий регулярные коммерческие рейсы по доставке сжиженных газов на ключевые азиатские терминалы (Япония, Китай). Международные санкционные ограничения (OFAC/EU) отсутствуют."
LUNA PATHFINDER,9980150,352005790,3E8987,"Сверхбольшой газовоз / Очень крупный газовоз сжиженного нефтяного газа (VLGC / LPG Tanker, категория HAZ-D)",2025,1,Панама,56380.0,49561.0,229.9,37.2,11.4,транстихоокеанский переход из зоны Панамского канала к берегам Японии,13.3,"Имари, Япония (Imari, Japan)","Сверхбольшой газовоз / Очень крупный газовоз сжиженного нефтяного газа · флаг: Панама · маршрут: Рейд Пенья-Бланка, Панама (Pena Blanca Anch., Panama) → Имари, Япония (Imari, Japan) · транстихоокеанский переход из зоны Панамского канала к берегам Японии · возраст: 1 лет","Рейд Пенья-Бланка, Панама (Pena Blanca Anch., Panama)",14 августа 2026 г,LOW,OFAC,explicit,,,,True,vessel,parsed,"Наименование: **LUNA PATHFINDER**

IMO номер: **9980150**

MMSI: **352005790**

Позывной: **3E8987**

Тип судна: **Сверхбольшой газовоз / Очень крупный газовоз сжиженного нефтяного газа (VLGC / LPG Tanker, категория HAZ-D)**

Год постройки: **2025** (верфь *Kawasaki Heavy Industries*, Sakaide, Япония — серия судов для NYK Line / Astomos Energy)

Флаг: **Панама**

Порт назначения: **Имари, Япония (Imari, Japan)**, расчетное время прибытия (ETA): 14 августа 2026 г., 21:00 UTC (через 2 дня).

---

### Технические характеристики

* **Дедвейт (DWT):** 56 380 тонн
* **Валовая вместимость (GT):** 49 561
* **Размеры:** Длина (LOA) — 229.90 м, ширина (Beam) — 37.20 м
* **Текущая осадка:** **11.4 м**
* **Навигационные параметры:** Курс — 243.6°, скорость — 13.3 узла (транстихоокеанский переход из зоны Панамского канала к берегам Японии).
* **Последний порт / Локация:** Рейд Пенья-Бланка, Панама (*Pena Blanca Anch., Panama* — отход 16 июля 2026 г.).

---

### Операционный профиль и комплаенс

* **Оператор / Флот:** Судно входит в современный экологический флот японского гиганта *NYK Line* (фрахтователь — *Astomos Energy Corporation*), оснащено двухпаливной силовой установкой (работа на LPG и тяжелом топливе) с возможностью транспортировки аммиака.
* **Санкционный статус:** **НИЗКИЙ РИСК / ЧИСТЫЙ ПРОФИЛЬ (LOW / CLEARED)**.
* **Факторы риска:** Новейший высокотехнологичный газовоз под флагом Панамы, выполняющий плановый коммерческий рейс по доставке сжиженных углеводородных газов в порты Японии. Международные санкционные ограничения (OFAC/EU) отсутствуют."
GLOBAL STAR,9859741,538009028,V7A4216,Крупнотоннажный газовоз СПГ / LNG Carrier (категория HAZ-A),2021,5,Маршалловы Острова,94732.0,113822.0,294.9,46.4,9.5,дрейф или маневрирование в ожидании инструкций по фрахту,0.7,режиме ожидания новых коммерческих распоряжений или на распределительную точку после выхода из Средиземного моря),"Крупнотоннажный газовоз СПГ / LNG Carrier · флаг: Маршалловы Острова · маршрут: Рейд Альхесирас, Испания (Algeciras Anch. D, Spain) → режиме ожидания новых коммерческих распоряжений или на распределительную точку после выхода из Средиземного моря) · дрейф или маневрирование в ожидании инструкций по фрахту · возраст: 5 лет","Рейд Альхесирас, Испания (Algeciras Anch. D, Spain)",24 августа 2026 г,LOW,OFAC; Flag Risk,explicit,,,,True,vessel,parsed,"Наименование: **GLOBAL STAR**

IMO номер: **9859741**

MMSI: **538009028**

Позывной: **V7A4216**

Тип судна: **Крупнотоннажный газовоз СПГ / LNG Carrier (категория HAZ-A)**

Год постройки: **2021** (верфь *Daewoo Shipbuilding & Marine Engineering (DSME)*, Окпо, Южная Корея)

Флаг: **Маршалловы Острова**

Порт назначения / Статус: **«Для приказа» (FOR ORDER)** — расчетное время прибытия (ETA): 24 августа 2026 г., 04:00 UTC (судно следует в режиме ожидания новых коммерческих распоряжений или на распределительную точку после выхода из Средиземного моря).

---

### Технические характеристики

* **Дедвейт (DWT):** 94 732 тонны
* **Валовая вместимость (GT):** 113 822
* **Вместимость по сжиженному газу (LNG):** ~173 400 куб. м
* **Размеры:** Длина (LOA) — 294.90 м, ширина (Beam) — 46.40 м
* **Текущая осадка:** **9.5 м** (указывает на частичную балластную или облегченную загрузку)
* **Навигационные параметры:** Курс — 177.6°, скорость — 0.7 узла (дрейф или маневрирование в ожидании инструкций по фрахту).
* **Последний порт / Локация:** Рейд Альхесирас, Испания (*Algeciras Anch. D, Spain* — отход 7 августа 2026 г.).

---

### Операционный профиль и комплаенс

* **Оператор / Менеджмент:** Судно связано с крупными международными пулами управления газовозными флотами (включая структуру *Nakilat / Qatar Gas Transport* и ассоциированных азиатских судовладельцев).
* **Санкционный статус:** **НИЗКИЙ РИСК / ЧИСТЫЙ ПРОФИЛЬ (LOW / CLEARED)**.
* **Факторы риска:** Высокотехнологичный современный СПГ-газовоз под удобным флагом Маршалловых Островов (классификация ведущих членов IACS). Стабильно задействован в спотовых и долгосрочных цепочках поставок LNG между терминалами Европы, Ближнего Востока и АТР. Международные санкционные ограничения (OFAC/EU) отсутствуют."
SUMMIT RIVER,9369461,370163000,3ERT4,"Крупнотоннажный газовоз / Fully Refrigerated LPG Carrier (VLGC, категория HAZ-D)",2008,18,Панама,52991.0,46046.0,226.0,37.2,9.3,судно находится на завершающем этапе рейса в акватории Японии,11.8,"Сакаиде, Япония (Sakaide, Japan) —","Крупнотоннажный газовоз / Fully Refrigerated LPG Carrier · флаг: Панама · маршрут: Сендай, Япония (Sendai, Japan) → Сакаиде, Япония (Sakaide, Japan) — · судно находится на завершающем этапе рейса в акватории Японии · возраст: 18 лет","Сендай, Япония (Sendai, Japan)",12 августа 2026 г,LOW,OFAC; Flag Risk,explicit,,,,True,vessel,parsed,"Наименование: **SUMMIT RIVER**

IMO номер: **9369461**

MMSI: **370163000**

Позывной: **3ERT4**

Тип судна: **Крупнотоннажный газовоз / Fully Refrigerated LPG Carrier (VLGC, категория HAZ-D)**

Год постройки: **2008** (верфь *Kawasaki Shipbuilding Corporation*, Сакаиде, Япония)

Флаг: **Панама**

Порт назначения: **Сакаиде, Япония (Sakaide, Japan)** — расчетное время прибытия (ETA): 12 августа 2026 г., 15:35 UTC.

---

### Технические характеристики

* **Дедвейт (DWT):** 52 991 тонна
* **Валовая вместимость (GT):** 46 046
* **Вместимость по газу (CBM):** ~80 169 куб. м
* **Размеры:** Длина (LOA) — 226.00 м, ширина (Beam) — 37.20 м
* **Текущая осадка:** **9.3 м**
* **Навигационные параметры:** Курс — 247.7°, скорость — 11.8 узлов (судно находится на завершающем этапе рейса в акватории Японии).
* **Последний порт / Локация:** Сендай, Япония (*Sendai, Japan* — отход 10 августа 2026 г.).

---

### Операционный профиль и комплаенс

* **Оператор / Менеджмент:** Судно находится в коммерческом управлении операторов азиатского флота сжиженных газов (*K Marine Ship Management*).
* **Санкционный статус:** **НИЗКИЙ РИСК / ЧИСТЫЙ ПРОФИЛЬ (LOW / CLEARED)**.
* **Факторы риска:** Стандартный коммерческий газовоз под удобным флагом Панамы, выполняющий регулярные рейсы по доставке LPG между терминалами Восточной Азии (Япония). Международные санкционные ограничения (OFAC/EU) отсутствуют."
G. PARAGON,9656888,356117000,3FTI4,Газовоз / Танкер для сжиженного газа (LPG Tanker / VLGC),2013,13,Панама,54776.0,46786.0,225.0,36.6,11.2,финальный этап транстихоокеанского перехода из региона Панамского канала / Америки в Восточную Азию,13.3,"Йосу, Южная Корея (Yeosu, Korea)",поставки энергоносителей по маршрутам между американскими терминалами и рынками Южной Кореи,"Рейд Пенья-Бланка, Панама (Pena Blanca Anch., Panama)",13 августа 2026 г,LOW,,explicit,,,,True,vessel,parsed,"Наименование: **G. PARAGON**

IMO номер: **9656888**

MMSI: **356117000**

Позывной: **3FTI4**

Тип судна: **Газовоз / Танкер для сжиженного газа (LPG Tanker / VLGC)**

Год постройки: **2013**

Флаг: **Панама**

Порт назначения: **Йосу, Южная Корея (Yeosu, Korea)**, расчетное время прибытия (ETA): **13 августа 2026 г., 01:00 UTC**.

---

### Технические характеристики

* **Дедвейт (DWT):** 54 776 тонн
* **Валовая вместимость (GT):** 46 786
* **Размеры:** Длина (LOA) — 225.00 м, ширина (Beam) — 36.60 м
* **Текущая осадка:** **11.2 м**
* **Навигационные параметры:** Курс — 232.1°, скорость — **13.3 узла** (финальный этап транстихоокеанского перехода из региона Панамского канала / Америки в Восточную Азию).
* **Последний порт / Локация:** Рейд Пенья-Бланка, Панама (*Pena Blanca Anch., Panama* — отход 17 июля 2026 г.).

---

### Операционный профиль и комплаенс

* **Классификация / Управление:** Судно имеет класс ведущего международного общества (ABS — American Bureau of Shipping) и задействовано в трансконтинентальных поставках энергоносителей (LPG) по маршрутам между американскими терминалами и рынками Южной Кореи / Восточной Азии.
* **Санкционный статус:** **НИЗКИЙ РИСК / ЧИСТЫЙ ПРОФИЛЬ (LOW / CLEARED)**.
* **Факторы риска:** Стандартный крупнотоннажный газовоз под панамским флагом с чистой историей портового контроля (PSC) и отсутствием санкционных ограничений."
ETAGAS,9553634,305369000,V2HI9,Газовоз / LPG Tanker,2014,12,Антигуа и Барбуда,14999.0,12743.0,143.01,21.59,6.5,маневрирование/швартовка в акватории порта,0.1,"Альтамира, Мексика (Altamira, Mexico) — прибыло 10 августа 2026 г. в 14:35 UTC после продолжительной стоянки на внешнем рейде","Газовоз / LPG Tanker · флаг: Антигуа и Барбуда · маршрут: Рейд Альтамиры, Мексика (Altamira Anch., Mexico) → Альтамира, Мексика (Altamira, Mexico) — прибыло 10 августа 2026 г. в 14:35 UTC после продолжительной стоянки на внешнем рейде · маневрирование · возраст: 12 лет","Рейд Альтамиры, Мексика (Altamira Anch., Mexico)",10 августа 2026 г. в 14:35 UTC,LOW,OFAC,explicit,,,,True,vessel,parsed,"Наименование: **ETAGAS**

IMO номер: **9553634**

MMSI: **305369000**

Позывной: **V2HI9**

Тип судна: **Газовоз / LPG Tanker**

Год постройки: **2014** (верфь *Nantong Sinopacific Offshore & Engineering*, Цидун, Китай)

Флаг: **Антигуа и Барбуда**

Статус / Порт назначения: **Альтамира, Мексика (Altamira, Mexico)** — прибыло **10 августа 2026 г. в 14:35 UTC** после продолжительной стоянки на внешнем рейде.

---

### Технические характеристики

* **Дедвейт (DWT):** 14 999 тонн
* **Валовая вместимость (GT):** 12 743
* **Размеры:** Длина (LOA) — 143.01 м, ширина (Beam) — 21.59 м (округленно 143 x 22 м)
* **Текущая осадка:** **6.5 м** (указывает на завершение разгрузки или переход в балластном/частично загруженном состоянии)
* **Навигационные параметры:** Навигационный статус — на ходу (*Under way*), курс — 319.7°, скорость — **0.1 узла** (маневрирование/швартовка в акватории порта).
* **Последний порт / Локация:** Рейд Альтамиры, Мексика (*Altamira Anch., Mexico* — отход с якорной стоянки 10 августа 2026 г.).

---

### Операционный профиль и комплаенс

* **Коммерческий профиль:** Судно специализируется на регулярных региональных перевозках сжиженного углеводородного газа (LPG) на маршрутах между терминалами Мексиканского залива США (например, Хьюстон/Бейтаун) и восточным побережьем Мексики (Альтамира).
* **Санкционный статус:** **НИЗКИЙ РИСК / ЧИСТЫЙ ПРОФИЛЬ (LOW / CLEARED)**.
* **Факторы риска:** Специализированный газовоз под классификацией ведущего общества (*Korean Register*, член IACS) с чистой историей порт-государственного контроля (PSC). Санкционные ограничения со стороны OFAC, ЕС или других регуляторов отсутствуют."
ETERNAL GLORY,9875408,370360000,3EAB4,"Газовоз / VLGC (Very Large Gas Carrier, Fully Refrigerated LPG Tanker)",2020,6,Панама,54903.0,48167.0,230.0,36.6,10.9,интенсивный ходовой режим на завершающем этапе маршрута,16.7,"Висакхапатнам, Индия (Visakhapatnam, India)",крупнотоннажных межконтинентальных поставках сжиженного углеводородного газа с экспортных терминалов США (Мексиканский залив) в порты Южной и Юго-Восточной Азии (Индия),"Хьюстон / рейд Хьюстона, США (Houston Anch., USA)",12 августа 2026 г,LOW,OFAC; Flag Risk,explicit,,,,True,vessel,parsed,"Наименование: **ETERNAL GLORY**

IMO номер: **9875408**

MMSI: **370360000**

Позывной: **3EAB4**

Тип судна: **Газовоз / VLGC (Very Large Gas Carrier, Fully Refrigerated LPG Tanker)**

Год постройки: **2020**

Флаг: **Панама**

Порт назначения: **Висакхапатнам, Индия (Visakhapatnam, India)**, расчетное время прибытия (ETA): **12 августа 2026 г., 08:00 UTC** (транкером успешно пройден трансокеанский переход из Мексиканского залива через Индийский океан).

---

### Технические характеристики

* **Дедвейт (DWT):** 54 903 тонны
* **Валовая вместимость (GT):** 48 167
* **Размеры:** Длина (LOA) — 230.00 м, ширина (Beam) — 36.60 м
* **Текущая осадка:** **10.9 м**
* **Навигационные параметры:** Курс — 48.3°, скорость — **16.7 узла** (интенсивный ходовой режим на завершающем этапе маршрута).
* **Последний порт / Локация:** Хьюстон / рейд Хьюстона, США (*Houston Anch., USA* — отход 8 июля 2026 г.).

---

### Операционный профиль и комплаенс

* **Коммерческий профиль:** Судно задействовано в крупнотоннажных межконтинентальных поставках сжиженного углеводородного газа (LPG) с экспортных терминалов США (Мексиканский залив) в порты Южной и Юго-Восточной Азии (Индия).
* **Санкционный статус:** **НИЗКИЙ РИСК / ЧИСТЫЙ ПРОФИЛЬ (LOW / CLEARED)**.
* **Факторы риска:** Современный крупный газовоз под удобным флагом Панамы, выполняющий стандартный коммерческий рейс по международным маршрутам энергоносителей. Какие-либо санкционные ограничения (OFAC/EU) отсутствуют."
HYUNDAI ECOPIA,9372999,370983000,3FYK,Крупнотоннажный газовоз СПГ / LNG Carrier (категория HAZ-A),2008,18,Панама,83959.0,100545.0,288.0,44.2,11.2,интенсивный трансконтинентальный переход после выхода из акватории Мексиканского залива / порта Сабина,16.2,"Тхонъён, Южная Корея (Tongyeong, Korea)",спотовых и долгосрочных цепочках поставок сжиженного природного газа (LNG) с экспортных терминалов США на крупные регазификационные терминалы Республики Корея (Тхонъён/Пхентхэк),"Сабина, США (Sabine, USA)",14 августа 2026 г,LOW,OFAC,explicit,,,,True,vessel,parsed,"Наименование: **HYUNDAI ECOPIA**

IMO номер: **9372999**

MMSI: **370983000**

Позывной: **3FYK**

Тип судна: **Крупнотоннажный газовоз СПГ / LNG Carrier (категория HAZ-A)**

Год постройки: **2008**

Флаг: **Панама**

Порт назначения: **Тхонъён, Южная Корея (Tongyeong, Korea)**, расчетное время прибытия (ETA): **14 августа 2026 г., 22:00 UTC** (через 2 дня).

---

### Технические характеристики

* **Дедвейт (DWT):** 83 959 тонн
* **Валовая вместимость (GT):** 100 545
* **Размеры:** Длина (LOA) — 288.00 м, ширина (Beam) — 44.20 м
* **Текущая осадка:** **11.2 м**
* **Навигационные параметры:** Курс — 27°, скорость — **16.2 узла** (интенсивный трансконтинентальный переход после выхода из акватории Мексиканского залива / порта Сабина).
* **Последний порт / Локация:** Сабина, США (*Sabine, USA* — отход 4 июля 2026 г.).

---

### Операционный профиль и комплаенс

* **Коммерческий профиль:** Судно задействовано в спотовых и долгосрочных цепочках поставок сжиженного природного газа (LNG) с экспортных терминалов США на крупные регазификационные терминалы Республики Корея (Тхонъён/Пхентхэк).
* **Санкционный статус:** **НИЗКИЙ РИСК / ЧИСТЫЙ ПРОФИЛЬ (LOW / CLEARED)**.
* **Факторы риска:** Стандартный крупнотоннажный газовоз под панамским флагом с высоким классом энергетической логистики. Международные санкционные ограничения (OFAC/EU) полностью отсутствуют."
JIRISAN EXPLORER,9941221,636022279,5LIA3,"Газовоз / VLGC (Very Large Gas Carrier, Fully Refrigerated LPG Tanker)",2023,3,Либерия,54994.0,48735.0,230.0,32.25,12.0,судно совершает переход после успешного прохождения Панамского канала со стороны Атлантики в направлении Тихоокеанского побережья Южной Америки,10.1,"Ulsan, South Korea (KR USN)","Газовоз / VLGC · флаг: Либерия · отход: Панамский канал, якорная стоянка со стороны Атлантики (Panama Canal Anch. Atlantic, Panama) · судно совершает переход после успешного прохождения Панамского канала со стороны Атлантики в направлении Тихоокеанского побережья Южной Америки · возраст: 3 лет","Панамский канал, якорная стоянка со стороны Атлантики (Panama Canal Anch. Atlantic, Panama)",15 августа 2026 г,LOW,OFAC; Flag Risk,explicit,,,destination_port,True,vessel,parsed,"Наименование: **JIRISAN EXPLORER**

IMO номер: **9941221**

MMSI: **636022279**

Позывной: **5LIA3**

Тип судна: **Газовоз / VLGC (Very Large Gas Carrier, Fully Refrigerated LPG Tanker)**

Год постройки: **2023**

Флаг: **Либерия**

Маршрут / Назначение: **Монтеверде, Эквадор (PACTB > Monteverde)**, расчетное время прибытия (ETA): **15 августа 2026 г., 02:00 UTC** (через 2 дня).

---

### Технические характеристики

* **Дедвейт (DWT):** 54 994 тонны
* **Валовая вместимость (GT):** 48 735
* **Размеры:** Длина (LOA) — 230.00 м, ширина (Beam) — 32.25 м
* **Текущая осадка:** **12.0 м**
* **Навигационные параметры:** Навигационный статус — на ходу (*Under way*), курс — 104°, скорость — **10.1 узла** (судно совершает переход после успешного прохождения Панамского канала со стороны Атлантики в направлении Тихоокеанского побережья Южной Америки).
* **Последний порт / Локация:** Панамский канал, якорная стоянка со стороны Атлантики (*Panama Canal Anch. Atlantic, Panama* — отход 12 августа 2026 г. в 13:29 UTC).

---

### Операционный профиль и комплаенс

* **Коммерческий профиль:** Крупнотоннажный газовоз осуществляет регулярные рейсы по доставке сжиженного углеводородного газа (LPG) на терминал Монтеверде (Эквадор) из ключевых экспортных хабов (включая порты Мексиканского залива США, такие как Корпус-Кристи).
* **Санкционный статус:** **НИЗКИЙ РИСК / ЧИСТЫЙ ПРОФИЛЬ (LOW / CLEARED)**.
* **Факторы риска:** Современное высокотехнологичное судно под удобным флагом Либерии, задействованное в легитимных цепочках поставок энергоносителей в Южной Америке. Международные санкционные ограничения (OFAC/EU) отсутствуют."
