imo,mmsi,vessel_name,vessel_type,dwt_tons,draft_m,flag,vessel_category
9288930,,PACIFICOS,Oil/Chemical Tanker (Танкер для перевозки нефти и химических продуктов),,10.0,РОССИЯ (RUSSIA),oil_tanker
9288942,352003888.0,CHERRY TONDA.,Oil Tanker,,11.0,PANAMA (Панама).,oil_tanker
9290294,403101001.0,AL HABIBAH,Crude Oil Tanker (Танкер для перевозки сырой нефти),,14.4,SAUDI ARABIA (Саудовская Аравия),oil_tanker
9290335,667002023.0,JUMBO.,Oil Tanker,,16.4,SIERRA LEONE (Сьерра-Леоне).,oil_tanker
9290373,636021060.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9290385,636020933.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9290397,511101057.0,STORMBRINGER,Crude Oil Tanker,,14.6,PALAU (Палау),oil_tanker
9290438,636020818.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9290505,538007627.0,BASILIS L.,Oil Tanker,,10.7,MARSHALL ISLANDS (Маршалловы Острова).,oil_tanker
9290517,,,Танкер для перевозки химических грузов / нефтепродуктов (Chemical/Oil Products Tanker),,8.2,Камерун Год постройки: 2005,oil_tanker
9290579,357005388.0,NEW VOYAGE,Oil/Chemical Tanker (Нефтеналивной/химический танкер),,8.1,PANAMA (Панама),oil_tanker
9290610,760001880.0,,Oil Tanker,,10.2,"Перу (Peru). Судно оперирует под национальным флагом, выполняя задачи по обеспечению внутреннего энергетического рынка.",oil_tanker
9290660,636024344.0,,Oil Tanker,,7.5,"Либерия (Liberia). Регистрация выполнена в стабильном международном открытом регистре.Габариты: Длина (LOA) — 183.20 м, ширина — 32.20 м (на карте интерфейса ИНС image_4f4bdd.jpg ширина округлена до 32.2 м).Тоннаж:",oil_tanker
9290775,314857000.0,VICSCENE,"Crude Oil Tanker (Танкер для перевозки сырой нефти, класс VLCC)",,11.0,Барбадос,oil_tanker
9290828,613414203.0,DORIN.,Oil Tanker,,10.5,CAMEROON (Камерун).,oil_tanker
9290933,636021005.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9291028,352003413.0,MARINA ARUNG,Танкер-химовоз/продуктовоз (Oil/Chemical Tanker).,,5.5,Панама.,oil_tanker
9291250,636020857.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9291286,477156500.0,FLORA.,Crude Oil Tanker.,,11.0,HONG KONG (Гонконг).,oil_tanker
9292034,273276750.0,TOPAZ.,Oil Tanker,,9.6,RUSSIA (Россия).,oil_tanker
9292046,613277613.0,NOVA CREST,Oil Products Tanker,,10.4,CAMEROON (Камерун),oil_tanker
9292060,636021031.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9292199,636021064.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9292204,,AMAZON,Crude Oil Tanker (Танкер для перевозки сырой нефти),,8.5,ОМАН (OMAN),oil_tanker
9292228,620356000.0,CRYSTAL ROSE,Crude Oil Tanker (Танкер для перевозки сырой нефти),,10.6,Коморские Острова (COMOROS),oil_tanker
9292503,636021149.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9292577,636020816.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9292620,636012374.0,HISTRIA PRINCE.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9292759,636021272.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9292967,314001000.0,AVELORA.,Oil Tanker,,8.0,BARBADOS (Барбадос).,oil_tanker
9292979,636020996.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9293117,636020801.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9293129,636021091.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9293155,613003595.0,BENEDICT.,Oil Tanker,,8.2,CAMEROON (Камерун).,oil_tanker
9293337,636021019.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9293507,,OCEAN START (ранее известное как JAG LOK),Танкер для сырой нефти (Crude Oil Tanker),,16.2,Багамы,oil_tanker
9294252,371607000.0,NEW ANDROS,Crude Oil Tanker (Танкер для перевозки сырой нефти),,20.0,Панама (PANAMA),oil_tanker
9294264,636020938.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9294575,419002108.0,LILA JAMNAGAR.,Oil Tanker,,11.0,INDIA (Индия).,oil_tanker
9294587,354433000.0,COSGRACE LAKE.,Crude Oil Tanker.,,11.0,PANAMA (Панама).,oil_tanker
9294666,538011242.0,VALIANTA.,Oil Tanker,,9.3,MARSHALL ISLANDS (Маршалловы Острова).,oil_tanker
9295062,413202000.0,GUANG XING ZHOU,Oil Products Tanker (Танкер-продуктовоз),,,Китай,oil_tanker
9295347,636021042.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9295426,636021122.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9295452,248888000.0,TRANS EMERALD.,Oil Tanker,,5.5,MALTA (Мальта).,oil_tanker
9295581,636021040.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9296119,636025775.0,DORADO CHEM.,Oil Tanker,,10.3,LIBERIA (Либерия).,oil_tanker
9296195,636020787.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9296389,,VALTHERA,Нефтяной танкер (Crude Oil Tanker),,8.2,Маршалловы Острова,oil_tanker
9296418,636012375.0,HISTRIA GIADA.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9296884,,DS ROSA,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,8.4,РЕСПУБЛИКА КОРЕЯ (REPUBLIC OF KOREA),oil_tanker
9297319,306268000.0,LORA,Crude Oil Tanker (Танкер для перевозки сырой нефти),,11.0,CURACAO (Кюрасао),oil_tanker
9297321,636021026.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9297333,636020830.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9297357,,NOVATOR,Crude Oil Tanker (Танкер для перевозки сырой нефти),,13.6,РОССИЯ (RUSSIA),oil_tanker
9297412,636020941.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9297436,259271000.0,FELICITY,Crude Oil Tanker (Танкер для перевозки сырой нефти),,8.0,Норвегия (NORWAY),oil_tanker
9297486,419532000.0,DESH UJAALA.,Crude Oil Tanker.,,11.0,INDIA (Индия).,oil_tanker
9297498,419531000.0,DESH VAIBHAV,Crude Oil Tanker (Танкер для сырой нефти),,21.5,INDIA (Индия),oil_tanker
9297503,636021092.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9297515,636020899.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9297541,636020814.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9297711,,INCHEON CHEMI,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,7.1,РЕСПУБЛИКА КОРЕЯ (REPUBLIC OF KOREA),oil_tanker
9297890,636021077.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9297905,477223300.0,LILIANA.,Crude Oil Tanker.,,8.2,HONG KONG (Гонконг).,oil_tanker
9298193,636020990.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9298301,636020778.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9298325,311001921.0,BURG STAR.,Oil Tanker,,7.2,BAHAMAS (Багамы).,oil_tanker
9298351,352003628.0,DOLPHIN 08.,Oil Tanker,,9.7,PANAMA (Панама).,oil_tanker
9298375,636012674.0,HISTRIA PREZIOSA.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9298703,636021082.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9298789,701051000.0,,Oil Tanker,,7.8,Аргентина (Argentina). Судно работает под национальным флагом для обеспечения внутреннего каботажного распределения сырья.,oil_tanker
9298818,620927000.0,EAN SPIR,Oil Products Tanker (Танкер для нефтепродуктов),,11.8,COMOROS (Коморы),oil_tanker
9298820,419001485.0,FEATHER,Танкер для перевозки нефтепродуктов (Oil Products Tanker),,8.6,ИНДИЯ (INDIA),oil_tanker
9299111,636020082.0,ELKA APOLLON,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,13.0,LIBERIA (Либерия),oil_tanker
9299147,636014456.0,ELKA GLORY.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9299446,477236400.0,BELLAGIO,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,7.0,Гонконг (HONG KONG),oil_tanker
9299458,477236200.0,PAOLA,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,6.8,Гонконг (HONG KONG),oil_tanker
9299563,,NORTH STAR,Нефтяной танкер (Crude Oil Tanker),,8.0,Мозамбик,oil_tanker
9299678,636020863.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9299733,,NAGARJUNA,Crude Oil Tanker (Танкер для перевозки сырой нефти),,8.0,СЬЕРРА-ЛЕОНЕ (SIERRA LEONE),oil_tanker
9299769,631010100.0,AQUATICA.,Crude Oil Tanker.,,13.6,EQUATORIAL GUINEA (Экваториальная Гвинея).,oil_tanker
9299771,636020815.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9299862,667002199.0,TENDUA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,10.2,SIERRA LEONE (Сьерра-Леоне).,oil_tanker
9299898,636020766.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9299941,352005852.0,OCEAN LAUREATE.,Oil Tanker,,14.2,PANAMA (Панама).,oil_tanker
9300489,636020981.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9300829,314001117.0,NAUTICAL ECHO,Oil/Chemical Tanker (Танкер для нефтепродуктов/химпродуктов),,6.5,BARBADOS (Барбадос),oil_tanker
9301407,636012376.0,HISTRIA PERLA.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9301615,632001133.0,SIRTIC.,Oil Tanker,,3.6,GUINEA (Гвинея).,oil_tanker
9301732,636012628.0,,Oil Tanker,,11.7,"Либерия (Liberia) [строка ввода пользователя, изображение_503406.jpg]. Судно зарегистрировано в ведущем международном регистре из белого списка комплаенса.",oil_tanker
9301873,,,Танкер для перевозки химических грузов и нефтепродуктов (Chemical/Oil Products Tanker).,,7.0,Либерия.,oil_tanker
9301902,352004632.0,CERS.,Oil Tanker,,8.2,PANAMA (Панама).,oil_tanker
9301914,636020874.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9302126,636021062.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9302683,215375000.0,GEORGIA.,Oil Tanker,,10.3,MALTA (Мальта).,oil_tanker
9302968,613102021.0,"MATELO (бывшие названия: ELAYNA, PNS SERENA, BUNGA KASTURI TIGA)",Crude Oil Tanker (Танкер для сырой нефти),,15.0,Камерун,oil_tanker
9302970,352002786.0,SAGAR1.,Oil Tanker,,8.2,PANAMA (Панама).,oil_tanker
9303704,413137000.0,SHI ZI ZUO,Oil Products Tanker (Танкер-продуктовоз),,13.1,CHINA (Китай),oil_tanker
9304332,314116000.0,AURELIAN,Oil/Chemical Tanker,,8.3,BARBADOS (Барбадос),oil_tanker
9304368,477607200.0,SEASENATOR,Crude Oil Tanker (Танкер для перевозки сырой нефти),,12.3,Гонконг,oil_tanker
9304605,,MINERVA SYMPHONY,Crude Oil Tanker (Танкер для перевозки сырой нефти),,14.3,ЛИБЕРИЯ (LIBERIA),oil_tanker
9304617,240653000.0,MINERVA DOXA,Crude Oil Tanker (Танкер для перевозки сырой нефти),,14.7,GREECE (Греция),oil_tanker
9304629,613471907.0,CHENG HE.,Crude Oil Tanker.,,8.5,CAMEROON (Камерун).,oil_tanker
9304643,622120926.0,CHRIS.,Oil Tanker,,8.0,EGYPT (Египет).,oil_tanker
9304667,750330000.0,SKIPPER,Crude Oil Tanker (Танкер для перевозки сырой нефти),,21.4,GUYANA (Гайана),oil_tanker
9306457,352003184.0,ANNABEL.,Oil Tanker,,12.2,PANAMA (Панама).,oil_tanker
9306469,352005144.0,CELES,Oil/Chemical Tanker (Нефтеналивной танкер/Химовоз),,11.8,PANAMA (Панама),oil_tanker
9306782,273257910.0,KARELIYA,Crude Oil Tanker,,8.3,RUSSIA (Россия),oil_tanker
9307205,314001150.0,,Floating Storage/Production (Плавучее хранилище / Продуктовая установка),,11.0,Барбадос (BARBADOS),oil_tanker
9307334,636016731.0,TAVROPOS.,Oil Tanker,,7.5,LIBERIA (Либерия).,oil_tanker
9307346,308371000.0,LARVIK,Crude Oil Tanker,,7.2,BAHAMAS (Багамы),oil_tanker
9307786,,PM REGALIA,Танкер для перевозки нефтепродуктов (Oil Products Tanker),,8.2,Сингапур,oil_tanker
9307815,613719802.0,FLORA 1.,Oil Tanker,,12.0,CAMEROON (Камерун).,oil_tanker
9307932,,THIRTY ONE,Crude Oil Tanker (Танкер для перевозки сырой нефти),,8.0,КЮРАСАО (CURACAO),oil_tanker
9308132,667002310.0,TEMPEST DREAM.,Crude Oil Tanker.,,8.6,SIERRA LEONE (Сьерра-Леоне).,oil_tanker
9308144,538012236.0,SAM MAJESTY.,Танкер для перевозки сырой нефти (Crude Oil Tanker).,,8.4,Маршалловы Острова (MARSHALL ISLANDS).,oil_tanker
9308156,636021067.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9308168,636012670.0,HISTRIA GIADA.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9308443,613404821.0,INA,Crude Oil Tanker (Танкер для перевозки сырой нефти),,15.0,CAMEROON (Камерун),oil_tanker
9308534,,MARITIME NORDIC,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,8.0,СИНГАПУР (SINGAPORE),oil_tanker
9308766,511101460.0,KANHA,Oil/Chemical Tanker (Нефтеналивной танкер/Химовоз),,5.0,PALAU (Палау),oil_tanker
9308778,650000126.0,AMIL,Oil Products Tanker,,8.0,MOZAMBIQUE (Мозамбик),oil_tanker
9308821,636020790.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9308833,636012671.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9308857,636020813.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9308974,413107000.0,LIAN AN HU,Crude Oil Tanker (Нефтеналивной танкер для сырой нефти),,13.3,CHINA (Китай),oil_tanker
9308986,,LIAN SHUN HU,Crude Oil Tanker (Танкер для перевозки сырой нефти),,7.5,КИТАЙ (CHINA),oil_tanker
9309007,636022737.0,NORDIC.,Oil Tanker,,13.5,LIBERIA (Либерия).,oil_tanker
9309227,307210000.0,ELIAH,Oil/Chemical Tanker (Нефтеналивной танкер/Химовоз),,6.5,ARUBA (Аруба),oil_tanker
9309423,248884000.0,MINERVA NOUNOU.,Oil Tanker,,13.2,MALTA (Мальта).,oil_tanker
9309435,248993000.0,MINERVA ALICE.,Oil Tanker,,8.5,MALTA (Мальта).,oil_tanker
9309576,649113000.0,SILVER,Oil/Chemical Tanker,,11.0,MALI (Мали),oil_tanker
9309588,273273750.0,SYMPHONY.,Oil Tanker,,10.1,RUSSIA (Россия).,oil_tanker
9309629,538005129.0,SERENE MONACO,Chemical Tanker (Химовоз),,9.0,MARSHALL ISLANDS (Маршалловы Острова),oil_tanker
9309980,636012661.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9310355,636021101.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9310367,511101203.0,ZATARA,Oil/Chemical Tanker (Нефтеналивной танкер/Химовоз),,6.2,PALAU (Палау),oil_tanker
9310525,,QENDIL,Танкер для перевозки сырой нефти (Crude Oil Tanker),,6.1,Оман,oil_tanker
9310692,538012152.0,ZEUS,Oil Products Tanker (Танкер для перевозки нефтепродуктов),,9.5,Маршалловы Острова (MARSHALL ISLANDS),oil_tanker
9310707,636012672.0,HISTRIA AZURE.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9310850,,REGIN,Oil Products Tanker (Танкер для перевозки нефтепродуктов),,12.9,ЛИБЕРИЯ (LIBERIA),oil_tanker
9311256,441046000.0,YC PANSY,Oil/Chemical Tanker (Нефтеналивной/Химовоз),,9.9,REPUBLIC OF KOREA (Республика Корея),oil_tanker
9311361,357628000.0,,Oil Tanker,,7.5,Панама (Panama). Борт оперирует под международным открытым регистром.,oil_tanker
9311505,701088000.0,,Oil Tanker,,7.0,"Аргентина (Argentina). Борт оперирует под национальным флагом, осуществляя каботажные и региональные перевозки.",oil_tanker
9311713,538008336.0,SAPSAN.,Crude Oil Tanker.,,7.9,MARSHALL ISLANDS (Маршалловы Острова).,oil_tanker
9311725,636020783.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9312602,413155000.0,,Crude Oil Tanker (Танкер для сырой нефти),,11.5,Китай (CHINA),oil_tanker
9312614,413156000.0,,Crude Oil Tanker (Танкер для сырой нефти),,5.5,Китай (CHINA),oil_tanker
9312846,636025005.0,BOURDA.,Oil Tanker,,14.0,LIBERIA (Либерия).,oil_tanker
9312872,636021006.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9312896,273257030.0,KRASNOYARSK.,Crude Oil Tanker.,,8.2,RUSSIA (Россия).,oil_tanker
9312901,305053000.0,WONDER MIMOSA.,Oil Tanker,,7.0,ANTIGUA AND BARBUDA (Антигуа и Барбуда).,oil_tanker
9312913,311001723.0,COAST BUSTER.,Oil Tanker,,10.8,BAHAMAS (Багамские Острова).,oil_tanker
9313113,352001769.0,ALJAZIAH.,Oil/Chemical Tanker.,,6.2,PANAMA (Панама).,oil_tanker
9313462,636021029.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9313498,,JACKLYN,Crude Oil Tanker (Танкер для перевозки сырой нефти),,8.5,КАМЕРУН (CAMEROON),oil_tanker
9313527,636020865.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9313761,257868000.0,STELLA,Oil Products Tanker (Танкер для нефтепродуктов),,12.4,NORWAY (Норвегия),oil_tanker
9314167,613202701.0,AGNI,Oil Products Tanker (Танкер для нефтепродуктов),,13.0,CAMEROON (Камерун),oil_tanker
9314179,636021076.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9314193,538006216.0,DUBAI GOLD.,Crude Oil Tanker (Танкер для перевозки сырой нефти).,,10.0,MARSHALL ISLANDS (Маршалловы Острова).,oil_tanker
9314715,636021145.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9314832,636021158.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9314844,538011104.0,LYDIA KA.,Oil Tanker,,9.5,MARSHALL ISLANDS (Маршалловы Острова).,oil_tanker
9314870,636012379.0,HISTRIA GIADA.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9314882,613411500.0,RUNA.,Oil Tanker,,11.5,CAMEROON (Камерун).,oil_tanker
9314894,636020771.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9315070,538011660.0,DHT BAUHINIA,Crude Oil Tanker (Нефтяной танкер / Супертанкер класса VLCC),,16.5,MARSHALL ISLANDS (Маршалловы Острова),oil_tanker
9315082,477007600.0,ERECTER.,Crude Oil Tanker.,,11.0,HONG KONG (Гонконг).,oil_tanker
9315159,636026235.0,CAMEROON PROSPERITY,Crude Oil Tanker (Танкер для сырой нефти),,11.0,LIBERIA (Либерия),oil_tanker
9315185,229151000.0,JOHNNY RANGER.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,MALTA (Мальта).,oil_tanker
9315367,,CHLOE,Crude Oil Tanker (Танкер для сырой нефти),,11.0,Гонконг (HONG KONG),oil_tanker
9315393,,BOW FLOWER,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,6.7,СИНГАПУР (SINGAPORE),oil_tanker
9315642,477186300.0,TAMIA.,Oil Tanker,,11.5,HONG KONG (Гонконг).,oil_tanker
9315721,,STOLT SUIRE,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,6.9,КАЙМАНОВЫ ОСТРОВА (CAYMAN ISLANDS),oil_tanker
9315745,636021061.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9315769,636022654.0,THE SAUCE.,Oil Tanker,,10.2,LIBERIA (Либерия).,oil_tanker
9315941,636020838.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9316244,538005443.0,,Oil Tanker,,13.0,Маршалловы Острова (Marshall Islands). Судно оперирует под международным открытым регистром из «белого списка».,oil_tanker
9317028,354866000.0,WINTER SUN.,Oil Tanker,,7.5,PANAMA (Панама).,oil_tanker
9317078,,MARVELS,Oil Products Tanker (Танкер для нефтепродуктов),,10.7,ИНДИЯ (INDIA),oil_tanker
9317949,636020782.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9317951,636021117.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9318008,636024741.0,MINERVA VASO.,Oil/Chemical Tanker.,,8.0,LIBERIA (Либерия).,oil_tanker
9318022,620800063.0,CHARMINAR,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,8.0,Коморы (COMOROS),oil_tanker
9318034,613003744.0,SARD.,Oil Tanker,,12.7,CAMEROON (Камерун).,oil_tanker
9318084,636020764.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9318137,636020985.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9318539,636020826.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9318541,273271160.0,SERENADE.,Oil Tanker,,11.0,RUSSIA (Россия).,oil_tanker
9319703,461000285.0,SIRAJ.,Oil Tanker,,15.0,OMAN (Оман).,oil_tanker
9319870,613003573.0,MAINI,Crude Oil Tanker,,8.0,CAMEROON (Камерун),oil_tanker
9319882,273272850.0,GEFEST.,Crude Oil Tanker.,,14.0,RUSSIA (Россия).,oil_tanker
9320623,371569000.0,LARA,Oil Products Tanker (Танкер для нефтепродуктов),,5.3,PANAMA (Панама),oil_tanker
9320714,,KINYRAS,Нефтяной танкер (Crude Oil Tanker),,10.0,Либерия,oil_tanker
9320831,257912000.0,ALRAYA,Crude Oil Tanker (Танкер для сырой нефти),,19.0,NORWAY (Норвегия),oil_tanker
9321160,,KITION M,Нефтеналивной танкер (Oil Products Tanker),,7.5,Панама,oil_tanker
9321213,538010190.0,FALCON MARLIN,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),oil_tanker
9321304,621819069.0,"ALMA (ранее: TAKAHASHI, MY WAY, LINGYANG)",Crude Oil Tanker (Танкер типа VLCC — Very Large Crude Carrier),,,Джибути,oil_tanker
9321445,636021127.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9321677,636021023.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9321689,667002284.0,GLACIA,Crude Oil Tanker (Танкер для перевозки сырой нефти),,8.0,SIERRA LEONE (Сьерра-Леоне),oil_tanker
9321706,273273450.0,LIDER.,Crude Oil Tanker.,,14.1,RUSSIA (Россия).,oil_tanker
9321940,636021027.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9322140,425000003.0,SHATT AL ARAB,Oil Products Tanker (Танкер для перевозки нефтепродуктов),,8.2,Ирак (IRAQ),oil_tanker
9322279,577697000.0,FEADSHIP,Crude Oil Tanker (Нефтеналивной танкер для сырой нефти / супертанкер класса VLCC),,11.5,VANUATU (Вануату),oil_tanker
9322293,538010197.0,SINGAPORE LOYALTY,Crude Oil Tanker (Танкер для сырой нефти),,21.0,MARSHALL ISLANDS (Маршалловы Острова),oil_tanker
9322700,636020966.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9322712,636020904.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9322956,636021116.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9322968,636020772.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9322982,353131000.0,DALIA.,Oil/Chemical Tanker.,,5.0,PANAMA (Панама).,oil_tanker
9323340,613471021.0,ROYAL ICE.,Oil Tanker,,12.3,CAMEROON (Камерун).,oil_tanker
9323364,613271012.0,SILVER ICE.,Oil Tanker,,12.0,CAMEROON (Камерун).,oil_tanker
9323390,636021244.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9323560,636013645.0,BALOS.,Oil Tanker,,7.5,LIBERIA (Либерия).,oil_tanker
9323766,636021007.0,T VEGA.,Oil Tanker,,5.8,LIBERIA (Либерия).,oil_tanker
9323948,636018944.0,YEMEN.,Crude Oil Tanker.,,17.7,LIBERIA (Либерия).,oil_tanker
9323986,,GARASAN,Crude Oil Tanker (Танкер для перевозки сырой нефти),,14.8,СЬЕРРА-ЛЕОНЕ (SIERRA LEONE),oil_tanker
