snapshot_date,imo,dwt,displacement,loa,beam,draft,speed,age,build_year,flag,vessel_type,nav_status,risk_level,origin_port,destination_port,vessel_name,mmsi,eta,route_context,ais_integrity
2026-09-09,9778478,54747.0,48419.0,226.0,36.6,11.9,14.0,9.0,2017,Гонконг,LPG Tanker (танкер для перевозки сжиженного нефтяного газа),Underway using Engine / В пути,LOW,"Jubail, Saudi Arabia (SA JUB)",в Кристобаль (Панама) указывает на подготовку к транзиту через Панамский канал или операциям в зоне порта. Осадка 11.9 м характерна для рабочего состояния танкера данного класса,PACIFIC HONG KONG,477035900,"2 октября 2026 г., 09:15 UTC",LPG Tanker · флаг: Гонконг · следует в: в Кристобаль (Панама) указывает на подготовку к транзиту через Панамский канал или операциям в зоне порта. Осадка 11.9 м характерна для рабочего состояния танкера данного класса · Underway using Engine · возраст: 9 лет,0.0
2026-09-09,9743722,54747.0,48419.0,226.05,36.6,8.0,15.8,10.0,2016,"Гонконг, Китай",Газовоз для перевозки сжиженного нефтяного газа / LPG Tanker (VLGC),полный ход,EXTREME,"Jubail, Saudi Arabia (SA JUB)","Ningbo, China (CN NGB)",CYH QUANZHOU (ранее — Pacific Dongying),477620900,16 августа 2026 г,"глобальных логистических цепочках транспортировки энергетических газов между Азией, Ближним Востоком и другими ключевыми терминалами",0.0
2026-09-09,9682447,54700.0,59076.0,225.0,36.0,9.6,13.0,30.0,1996,PANAMA,LPG Tanker (Танкер для перевозки сжиженного нефтяного газа).,At Anchor (На якоре),LOW,"MX COA (Коатсакоалькос, Мексика)","PORT ARTHUR ANCH (Якорная стоянка Порт-Артур, США)",ALBERT,9682447,30 апреля 2026 г,Панама,0.0
2026-09-09,9350604,54691.0,59066.0,226.0,36.6,11.8,22.3,18.0,2008,Либерия,Танкер для перевозки сжиженного нефтяного газа (LPG Tanker / VLGC),На ходу (в пути),LOW,"Primorsk, Russia (RU PRI)","Ningbo, China (CN NGB)",NY LORD,636524186,"29 октября 2026 г., 09:15 UTC",Танкер для перевозки сжиженного нефтяного газа · флаг: Либерия · На ходу (в пути) · возраст: 18 лет,0.0
2026-09-09,9685217,54683.0,48917.0,225.81,36.6,11.9,14.4,12.0,2014,Индонезия,"Крупнотоннажный газовоз / VLGC (Very Large Gas Carrier, Fully Refrigerated LPG Tanker, категория HAZ-D)",трансокеанский переход,LOW,"Фрипорт, США (Freeport, USA)","Танджунг-Секонг, Индонезия (Tg. Sekong / Tanjung Sekong)",PERTAMINA GAS 2,525008121,10 сентября 2026 г,"Крупнотоннажный газовоз / VLGC · флаг: Индонезия · маршрут: Фрипорт, США (Freeport, USA) → Танджунг-Секонг, Индонезия (Tg. Sekong / Tanjung Sekong) · трансокеанский переход · возраст: 12 лет",0.0
2026-09-09,9754824,54675.0,47454.0,225.0,36.6,11.8,13.0,10.0,2016,Панама,LPG Tanker (танкер для перевозки сжиженного нефтяного газа),At Anchor / На якорной стоянке,LOW,"Jubail, Saudi Arabia (SA JUB)","Zhangpu, China (CN ZAP)","JAGANNATH (ранее — AEOLIAN PEARL, GAS TIGERS)",374797000,"14 сентября 2026 г., 02:00 UTC",LPG Tanker · флаг: Панама · At Anchor · возраст: 10 лет,0.0
2026-09-09,9730139,54669.0,47306.0,225.16,36.6,11.9,16.3,11.0,2015,Норвегия,Газовоз / Танкер для перевозки сжиженного нефтяного газа (LPG Tanker),Underway using Engine / В пути,LOW,"Yeosu, South Korea (KR YOS)","Карлсхамн, Швеция / Karlshamn, Sweden",TP PERSEVERANCE (экс-Perseverance V),259127000,28 августа 2026 г,"Газовоз / Танкер для перевозки сжиженного нефтяного газа · флаг: Норвегия · следует в: Карлсхамн, Швеция / Karlshamn, Sweden · Underway using Engine · возраст: 11 лет",0.0
2026-09-09,9780005,54656.0,49118.0,225.97,36.59,9.0,16.0,8.0,2018,Гонконг,Газовоз (LPG Tanker),На ходу (Under way),LOW,района Ёсу (Yeosu),Хьюстон,GAS AQUARIUS,477634476,"23 октября 2026 г., 18:45 UTC",Китай,0.0
2026-09-09,9706516,54656.0,48963.0,226.09,36.6,12.2,14.4,11.0,2015,Багамские Острова,Газовоз / Танкер для перевозки СУГ (LPG Tanker / VLGC),трансокеанский переход,LOW,"Хьюстон (якорная стоянка), США (Houston Anch., United States)","CNFZG (Тай仓 / Чжанцзяган, Китай)",COPERNICUS,311000375,26 августа 2026 г,"Газовоз / Танкер для перевозки СУГ · флаг: Багамские Острова · маршрут: Хьюстон (якорная стоянка), США (Houston Anch., United States) → CNFZG (Тай仓 / Чжанцзяган, Китай) · трансокеанский переход · возраст: 11 лет",0.0
2026-09-09,9800099,54645.0,59017.0,225.0,36.6,8.3,14.0,9.0,2017,Панама,Танкер для перевозки сжиженного нефтяного газа (LPG Tanker / VLGC),На ходу (в пути),HIGH,"Jubail, Saudi Arabia (SA JUB)","Ningbo, China (CN NGB)",GAS YOUNG,370565759,"22 сентября 2026 г., 08:45 UTC",Танкер для перевозки сжиженного нефтяного газа · флаг: Панама · На ходу (в пути) · возраст: 9 лет,0.0
2026-09-09,9694622,54627.0,58997.0,225.0,36.0,11.1,13.0,11.0,2015,"Маршалловы Острова Год постройки: 2015 Габариты: Длина — 225 м, ширина — 36 м,","LPG Tanker (Танкер для перевозки сжиженного нефтяного газа, класс VLGC — Very Large Gas Carrier)","По данным последних систем мониторинга, судно находится в районе Гиббстаун (Gibbstown), США, вблизи порта Полсборо. Статус: Судно завершило грузовые операции в порту Маркус-Хук (4 июня 2026 г.) и переместилось в зону Полсборо/Гиббстаун для дальнейших портовых операций. Осадка (Draught): 11.1 м Актуальность: Данные актуальны на 8 июня 2026 года3. Анализ параметровОперационная активность: MADO является крупнотоннажным газовозом, обеспечивающим транспортировку сжиженного газа на международных линиях. Регулярно посещает энергетические терминалы в дельте реки Делавэр (Маркус-Хук, Гиббстаун, Полсборо).Специализация: Транспортировка сжиженного нефтяного газа (LPG). Судно относится к категории высокопроизводительных танкеров (VLGC) с полной рефрижерацией груза. 4. Риск-профильСанкции: Не числится в санкционных списках.Заключение: Объект классифицируется как «Активен / Коммерческий энергетический транспорт». Судно выполняет плановые коммерческие операции. Риск взаимодействия оценивается как низкий",LOW,"Marcus Hook, USA (US MHK)","Rotterdam, Netherlands (NL RTM)",MADOIMO: 9694622,538010974,"14 октября 2026 г., 01:15 UTC","LPG Tanker · флаг: Маршалловы Острова Год постройки: 2015 Габариты: Длина — 225 м, ширина — 36 м, · По данным последних систем мониторинга, судно находится в районе Гиббстаун (Gibbstown), США, вблизи порта Полсборо. Статус: Судно завершило грузовые операции в порту Маркус-Хук (4 июня 2026 г.) и переместилось в зону Полсборо · возраст: 11 лет",0.0
2026-09-09,9779991,54605.0,49118.0,225.95,36.58,12.0,13.0,9.0,2017,Либерия,LPG Tanker (танкер для перевозки сжиженного нефтяного газа),At Anchor / На якорной стоянке,LOW,"Ain Sukhna, Egypt (EG ASU)","Zhangpu, China (CN ZAP)",GAS GEMINI,636022458,"10 сентября 2026 г., 11:30 UTC",LPG Tanker · флаг: Либерия · At Anchor · возраст: 9 лет,0.0
2026-09-09,9726102,54603.0,47347.0,225.0,36.6,12.0,14.6,10.0,2016,Сингапур,Танкер для перевозки сжиженного нефтяного газа (LPG Tanker).,At Anchor / На якорной стоянке,LOW,"Jubail, Saudi Arabia (SA JUB)",Сингапур,PIONEER 6102,563895955,4 июля 2026 г,Танкер для перевозки сжиженного нефтяного газа · флаг: Сингапур · следует в: Сингапур · At Anchor · возраст: 10 лет,0.0
2026-09-09,9726126,54596.0,47347.0,225.23,36.6,7.5,14.6,10.0,2016,Сингапур,Газовоз / LPG Tanker (Fully Refrigerated / VLGC),Underway using Engine / В пути,LOW,"Дуньин, Китай (Dongying, China)","Сингапур (Singapore, Singapore)",SINNDAR,565962000,12 августа 2026 г,международных трансокеанских перевозках сжиженного нефтяного газа,0.0
2026-09-09,9726114,54595.0,47347.0,225.13,36.6,12.0,14.3,10.0,2016,Сингапур IMO номер: 9726114 Год постройки: 2016,Газовоз для перевозки сжиженного нефтяного газа (LPG Tanker),"На ходу (в пути).Маршрут: Следует в порт Мерак (Merak), Индонезия. Операционные данные: Текущая скорость — 14.3 узла, осадка — 12.0 м. Расчетное время прибытия (ETA) — 7 июля 2026 года в 22:00. История: Последний зафиксированный порт захода — Хьюстон (Houston), США, который судно покинуло 31 мая 2026 года. Эксплуатация и управлениеЗарегистрированный владелец: SHAAMIT SHIPPING PTE LTD (Сингапур). Коммерческий менеджер: PETREDEC LTD. Технический менеджер (ISM): ANGLO-EASTERN SHIPMANAGEMENT S. Эксплуатационный и санкционный статусСанкционный статус: Судно не находится под международными санкциями. Профиль: SHAAMIT — это активный газовоз, задействованный в международных перевозках СУГ. Судно не имеет рискованного профиля и эксплуатируется авторитетными компаниями в рамках глобальных коммерческих цепочек поставок энергоресурсов, строго соблюдая международные морские стандарты",LOW,"Yanbu, Saudi Arabia (SA YNB)",порт Мерак (Merak),SHAAMITТип судна: Газовоз для перевозки сжиженного нефтяного газа (LPG Tanker),567874308,7 июля 2026 г,"верфь Hyundai Heavy Industries, Южная Корея",0.0
2026-09-09,9762118,54593.0,47306.0,225.16,36.6,9.1,10.1,10.0,2016,Норвегия,Газовоз (LPG Tanker),На ходу под двигателем (Under way),LOW,"Сакаи (Sakai), Япония (отход 9 июня 2026 г.)",порт Касима ожидается завтра,TP TENACITY,259899495,10 июня 2026 г,"Газовоз · флаг: Норвегия · маршрут: Сакаи (Sakai), Япония (отход 9 июня 2026 г.) → порт Касима ожидается завтра · На ходу под двигателем (Under way) · возраст: 10 лет",0.0
2026-09-09,9176369,54584.0,47174.0,230.0,36.0,11.6,5.8,26.0,2000,Либерия,Газовоз (LPG Tanker / VLGC - Very Large Gas Carrier),Underway using Engine / В пути,LOW,"Chiba, Japan (JP CHB)",порт Альхесирас,DJANET,636999747,18 июня 2026 г,Газовоз · флаг: Либерия · следует в: порт Альхесирас · Underway using Engine · возраст: 26 лет,0.0
2026-09-09,9722223,54576.0,47347.0,225.0,36.6,8.3,14.0,10.0,2016,Сингапур,Газовоз (LPG / VLGC — Very Large Gas Carrier),Underway using Engine / В пути,LOW,"Marcus Hook, USA (US MHK)","Huizhou, China (CN HUI)",SILVIO,567596089,"21 сентября 2026 г., 10:00 UTC",Газовоз · флаг: Сингапур · Underway using Engine · возраст: 10 лет,0.0
2026-09-09,9726061,54564.0,47347.0,225.0,36.6,8.1,11.1,11.0,2015,Маршалловы Острова,Газовоз / Танкер для перевозки сжиженного нефтяного газа (LPG Tanker / VLGC),At Anchor / На якорной стоянке,LOW,"Houston, USA (US HOU)","Хьюстон, США / Houston, United States","JAG VIJAY (экс-Navigare Generosa, Sea Bird)",538012251,20 августа 2026 г,"Газовоз / Танкер для перевозки сжиженного нефтяного газа · флаг: Маршалловы Острова · следует в: Хьюстон, США / Houston, United States · At Anchor · возраст: 11 лет",0.0
2026-09-09,9699995,54557.0,47347.0,225.13,36.6,8.2,14.6,10.0,2016,Маршалловы Острова,Газовоз (LPG Tanker / VLGC - Very Large Gas Carrier),Under way using engine,LOW,"Houston, USA (US HOU)",PA BLB,KEDARNATH (бывш. SPREAD EAGLE),538011491,2 июля 2026 г,Газовоз · флаг: Маршалловы Острова · следует в: порт Нидерланд (Nederland) · Underway using Engine · возраст: 10 лет,0.407
2026-09-09,9377781,54550.0,58914.0,226.0,37.0,11.8,14.2,15.0,2011,БАГАМСКИЕ ОСТРОВА,LPG Tanker (Танкер для перевозки сжиженного нефтяного газа),Underway using Engine (На ходу),LOW,"Рас-Лаффан, Катар (QA RLF)","Фуджейра, ОАЭ (AE FJR)",GAS ESPOIR,311001930,22 мая 2026 г,BAHAMAS,0.0
2026-09-09,9359466,54534.0,58897.0,225.0,36.0,11.6,13.0,18.0,2008,"Маршалловы ОстроваГод постройки: 2008 Габариты: Длина — 225 м, ширина — 36 м,",LPG Tanker (Танкер для перевозки сжиженного нефтяного газа),"По состоянию на 8 июня 2026 года судно совершило заход в порт Нинбо, Китай (дата прибытия — 6 июня 2026 г.). В данный момент судно завершило переход и находится в портовых водах. Статус: Ошвартовано / Ведет портовые операции.Осадка (Draught): 11.6 м Актуальность: Данные актуальны на 8 июня 2026 года.3. Анализ параметровОперационная активность: Судно является частью флота компании Nakilat (Катар), специализирующегося на транспортировке сжиженных газов. AL WUKIR выполняет международные рейсы между ключевыми энергетическими хабами (ранее совершало рейсы в порты США, теперь работает в азиатском регионе). Управление:Владелец/Менеджер: Nakilat Shipping (Qatar) Ltd. Специализация: Транспортировка сжиженного нефтяного газа (LPG). 4. Риск-профильСанкции: По состоянию на 8 июня 2026 года судно не числится в международных санкционных списках.Заключение: Объект классифицируется как «Активен / Коммерческий энергетический транспорт». Судно принадлежит крупному международному оператору и выполняет плановые коммерческие операции. Риск взаимодействия оценивается как низкий",LOW,"Yeosu, South Korea (KR YOS)",порт Нинбо,AL WUKIRIMO: 9359466,538005255,"21 сентября 2026 г., 03:00 UTC","LPG Tanker · флаг: Маршалловы ОстроваГод постройки: 2008 Габариты: Длина — 225 м, ширина — 36 м, · следует в: порт Нинбо · По состоянию на 8 июня 2026 года судно совершило заход в порт Нинбо, Китай (дата прибытия — 6 июня 2026 г.). В данный момент судно завершило переход и находится в портовых водах. Статус: Ошвартовано · возраст: 18 лет",0.0
2026-09-09,9849617,54520.0,58882.0,228.45,36.6,8.3,14.0,7.0,2019,Кувейт,Танкер для перевозки сжиженного нефтяного газа (LPG Tanker / VLGC),На ходу (в пути),HIGH,"Primorsk, Russia (RU PRI)",порт Сария (Sariaya),GAS AL MUBARAKIAH,447084516,"22 октября 2026 г., 02:30 UTC",регулярных коммерческих поставках сжиженного газа из стран Персидского залива в Азию. Актив является прозрачным и не имеет признаков связей с теневым флотом или нарушением санкционных ограничений,0.0
2026-09-09,9388687,54517.0,47072.0,225.28,36.6,8.0,0.0,18.0,2008,Панама,"Крупнотоннажный газовоз для перевозки СУГ с классом опасности (LPG Tanker, HAZ-D)",At anchor,LOW,"Yeosu, South Korea (KR YOS)","Zhangpu, China (CN ZAP)",OCEAN GAS,370653000,15 августа 2026 г,Крупнотоннажный газовоз для перевозки СУГ с классом опасности · флаг: Панама · At Anchor · возраст: 18 лет,0.652
2026-09-09,9694634,54516.0,47347.0,225.0,36.6,8.1,0.1,11.0,2015,Дания,LPG Tanker (танкер для перевозки сжиженного нефтяного газа),At Anchor / На якорной стоянке,LOW,"Rotterdam, Netherlands (NL RTM)",балласте или с неполной загрузкой в порт Фрипорт (США),NAVIGARE GAIA,219654000,8 июня 2026 г,LPG Tanker · флаг: Дания · следует в: балласте или с неполной загрузкой в порт Фрипорт (США) · At Anchor · возраст: 11 лет,0.0
2026-09-09,9722792,54509.0,47379.0,225.0,36.6,11.9,0.0,11.0,2015,Багамские острова,"Газовоз (LPG Tanker, VLGC — Very Large Gas Carrier)",Moored,LOW,"Rotterdam, Netherlands (NL RTM)",MA PTM,CHALLENGER,311000393,"1 сентября 2026 г., 14:15 UTC","трансатлантических перевозках, часто связывая экспортные терминалы США с регионами-потребителями (включая Северную Африку и порты Ближнего Востока)",0.412
2026-09-09,9734513,54505.0,47347.0,225.13,36.6,7.6,15.2,10.0,2016,Либерия,Газовоз / Танкер для сжиженного газа (LPG Tanker),At Anchor / На якорной стоянке,EXTREME,"Jubail, Saudi Arabia (SA JUB)","Tianjin, China (CN TJN)",AL RAWDAH,636026801,16 августа 2026 г,Газовоз / Танкер для сжиженного газа · флаг: Либерия · At Anchor · возраст: 10 лет,0.0
2026-09-09,9797876,54502.0,47558.0,225.0,36.6,8.3,12.3,8.0,2018,Панама,LPG Tanker (танкер для перевозки сжиженного нефтяного газа),Underway using Engine / В пути,LOW,"Yeosu, South Korea (KR YOS)",Бальбоа (Панама),G. SPIRIT,374993000,"5 октября 2026 г., 11:00 UTC",LPG Tanker · флаг: Панама · следует в: Бальбоа (Панама) · Underway using Engine · возраст: 8 лет,0.0
2026-09-09,9702015,54501.0,47379.0,225.0,36.6,12.0,11.3,11.0,2015,Гонконг,Газовоз / LPG Tanker,Underway using Engine / В пути,LOW,"Фрипорт, США (Freeport, United States)","Калбут / Ситубондо, Индонезия (Kalbut Situbondo, Indonesia)",CYH FUJIAN (ранее Jiangsu),477248800,8 августа 2026 г,"Газовоз / LPG Tanker · флаг: Гонконг · маршрут: Фрипорт, США (Freeport, United States) → Калбут / Ситубондо, Индонезия (Kalbut Situbondo, Indonesia) · Underway using Engine · возраст: 11 лет",0.0
2026-09-09,9238284,54500.0,58860.0,227.0,36.0,7.8,13.0,14.0,2012,PANAMA,LPG Tanker (Танкер для перевозки сжиженного нефтяного газа),At Anchor (На якоре),LOW,"KHOR FAKKAN ANCH (Хор-Факкан, ОАЭ)","AE KLF (Халифа, ОАЭ)",BRIZO,352004997,28 ноября 2026 г. в 15:54 (UTC+4),Панама,0.0
2026-09-09,9307736,54490.0,48772.0,230.0,36.6,7.7,10.5,20.0,2006,Вьетнам,Танкер для перевозки сжиженного нефтяного газа / Крупнотоннажный газовоз (LPG Tanker / VLGC),Underway using Engine / В пути,EXTREME,"Ras Laffan, Qatar (QA RLF)","Zhangpu, China (CN ZAP)","NV AQUAMARINE (ранее — BW Confidence, British Confidence)",574005390,19 августа 2026 г,Танкер для перевозки сжиженного нефтяного газа / Крупнотоннажный газовоз · флаг: Вьетнам · Underway using Engine · возраст: 20 лет,0.0
2026-09-09,9714381,54490.0,58849.0,225.0,36.6,10.5,13.0,11.0,2015,Багамские Острова,LPG Tanker (Танкер для перевозки сжиженного газа),Moored (Ошвартован),LOW,"Ras Laffan, Qatar (QA RLF)","Zhangpu, China (CN ZAP)",CONTINENTAL,311000346,"4 октября 2026 г., 15:15 UTC",LPG Tanker · флаг: Багамские Острова · Moored (Ошвартован) · возраст: 11 лет,0.0
2026-09-09,9307750,54478.0,58836.0,230.07,36.61,8.3,13.6,20.0,2006,Индия IMO номер: 9307750 Год постройки: 2006,Газовоз СПГ/СУГ (LPG Tanker),"На ходу (использует двигатель). Маршрут: Следует в порт Хьюстон (Houston), США. Операционные данные: Текущая скорость — 13.6 узлов, осадка — 8.3 м. Расчетное время прибытия (ETA) — 14 июня 2026 года в 21:00. История: Последний зафиксированный порт захода — Кейптаун (Cape Town), Южная Африка, который судно покинуло 20 мая 2026 года. Эксплуатация и управлениеОператор, владелец и менеджер (ISM): GREAT EASTERN SHIPPING CO LTD (Индия). Эксплуатационный и санкционный статусСанкционный статус: Судно не находится под международными санкциями. Профиль: JAG VASANT — газовоз, находящийся в управлении крупной индийской судоходной компании Great Eastern Shipping. Несмотря на упоминание в новостных сводках в марте 2026 года в контексте обеспечения безопасности прохода судов через Ормузский пролив на фоне региональной напряженности, судно является легальным коммерческим активом, выполняющим регулярные рейсы. Оно не имеет рискованного профиля и эксплуатируется в соответствии с международными стандартами. Как аналитик, вы можете рассматривать это судно как надежный коммерческий актив, задействованный в международных энергетических цепочках поставок",LOW,"Houston, USA (US HOU)",порт Хьюстон (Houston),JAG VASANTТип судна: Газовоз СПГ/СУГ (LPG Tanker),419556672,14 июня 2026 г,"верфь Hyundai Heavy Industries, Южная Корея",0.0
2026-09-09,9721138,54409.0,58762.0,225.12,36.6,8.0,14.7,11.0,2015,Мальта,LPG Tanker (рефрижераторный газовоз),В движении (Under way),EXTREME,"Chiba, Japan (JP CHB)","Shanghai, China (CN SHA)",HELLAS HERCULES,9721138,27 июля 2026 г,LPG Tanker · флаг: Мальта · В движении (Under way) · возраст: 11 лет,0.0
2026-09-09,9732503,54376.0,48022.0,225.12,36.6,11.6,15.3,10.0,2016,Мальта IMO номер: 9732503 Год постройки: 2016,Газовоз для перевозки сжиженного нефтяного газа (LPG Tanker / VLGC — Very Large Gas Carrier),"На ходу (Under way), следует в пункт назначения. Маршрут: Судно направляется в порт Вишакхапатнам (Visakhapatnam), Индия. Операционные данные: Текущая осадка — 11.6 м, скорость — 15.3 узла. Расчетное время прибытия (ETA) в Вишакхапатнам — 18 июня 2026 года в 15:00. История: Последний порт захода — Недерланд (Nederland), США (штат Техас), который судно покинуло 13 мая 2026 года. Эксплуатация и управлениеУправление: Судно находится в управлении компании Latsco Marine Management Inc (Афины, Греция). Контекст: HELLAS GLADIATOR — современный газовоз, специализирующийся на перевозках сжиженного газа. Активно работает на глобальном рынке, совершая трансокеанские рейсы между экспортными терминалами США и портами Азии. Судно имеет высокий класс надежности (DNV) и не имеет санкционных ограничений",LOW,"Ras Laffan, Qatar (QA RLF)",пункт назначения. Маршрут: Судно направляется в порт Вишакхапатнам (Visakhapatnam),HELLAS GLADIATORТип судна: Газовоз для перевозки сжиженного нефтяного газа (LPG Tanker / VLGC — Very Large Gas Carrier),248715608,"2 сентября 2026 г., 18:00 UTC","верфь Hyundai Heavy Industries, Ульсан, Южная Корея",0.0
2026-09-09,9804253,54373.0,48008.0,225.1,36.6,7.9,15.4,9.0,2017,Гонконг,Газовоз (LPG Tanker),Underway using Engine / В пути,LOW,"Чжанцзяган, Китай (отход 7 июня 2026 г.)","Бальбоа, Панама (",ORIENTAL KING,477281306,1 июля 2026 г,"Газовоз · флаг: Гонконг · маршрут: Чжанцзяган, Китай (отход 7 июня 2026 г.) → Бальбоа, Панама ( · Underway using Engine · возраст: 9 лет",0.0
2026-09-09,9794288,54365.0,47268.0,225.13,36.6,9.7,14.1,9.0,2017,Панама,Газовоз (LPG Tanker / VLGC),kn,EXTREME,"Marcus Hook, USA (US MHK)","Oita, Japan (JP OIT)",ALBERT III,351659502,20 июля 2026 г,Газовоз · флаг: Панама · kn · возраст: 9 лет,0.0
2026-09-09,9721140,54361.0,48022.0,225.12,36.6,11.9,0.0,11.0,2015,Мальта,Газовоз / LPG Tanker,At anchor,LOW,"Маркус-Хук, США (Marcus Hook, United States)","Shanghai, China (CN SHA)",HELLAS POSEIDON,256732000,28 июля 2026 г,"Газовоз / LPG Tanker · флаг: Мальта · отход: Маркус-Хук, США (Marcus Hook, United States) · At Anchor · возраст: 11 лет",0.656
2026-09-09,9703837,54336.0,48060.0,225.0,36.6,12.0,13.9,11.0,2015,Багамские Острова,Газовоз / Танкер для перевозки СУГ (LPG Tanker / VLGC),переход из Мексиканского залива к Панамскому каналу,LOW,"Хьюстон, США (Houston, United States)","Кристобаль, Панама (Cristobal, Panama)",CORVETTE,311000255,10 августа 2026 г,"трансокеанской транспортировке сжиженных углеводородных газов на магистральных направлениях между Северной Америкой, Карибским бассейном и Азией",0.0
2026-09-09,9734680,54336.0,48060.0,225.0,36.6,8.3,14.0,11.0,2015,"Багамские Острова Последний крупный порт маршрута: Хьюстон, США (Houston, USA) Технические характеристики",Газовоз / LPG Tanker (VLGC),Underway using Engine / В пути,LOW,"Chiba, Japan (JP CHB)","Ulsan, South Korea (KR USN)",CONSTELLATION,311000388,"12 сентября 2026 г., 16:30 UTC",трансокеанских перевозках сжиженного газа между американскими терминалами Мексиканского залива и портовыми хабами Южной/Юго-Восточной Азии (включая Индию),0.0
2026-09-09,9752723,54312.0,58657.0,230.0,36.6,7.5,15.3,8.0,2018,Гонконг IMO номер: 9752723 Год постройки: 2018,Газовоз СУГ (LPG Tanker),"На ходу (в пути).Маршрут: Следует в порт Хьюстон (Houston), США. Операционные данные: Текущая скорость — 15.3 узла, осадка — 7.5 м. Расчетное время прибытия (ETA) — 12 июня 2026 года в 23:00. История: Последний зафиксированный порт захода — Халдия (Haldia), Индия, который судно покинуло 9 мая 2026 года. Эксплуатация и управлениеЗарегистрированный владелец: CEBFL NO 21 TIANJIN SHIP. Коммерческий менеджер: SINOGAS MARITIME LTD. Технический менеджер (ISM): WIDESHINE MANAGEMENT PTE LTD (Сингапур). Эксплуатационный и санкционный статусСанкционный статус: Судно не находится под международными санкциями. Профиль: GAS SCORPIO — современный LPG-газовоз, управляемый профессиональными международными компаниями (Sinogas/Wideshine). Судно является прозрачным коммерческим активом, задействованным в глобальных энергетических перевозках. Важно не путать его с санкционными судами, имеющими созвучные названия (такие как ""TK SCORPIO"").Итоговое резюме по всем проанализированным судамМы завершили детальный анализ 24 судов. Вот основные выводы для вашей аналитической работы:Санкционные активы (Высокий риск):MARINERA (IMO 9230880): Находится под арестом властей США за нарушение санкций.Активы с повышенным риском (Due Diligence):NILE, VINCERE, NAVIG8 HONOR: Требуют мониторинга из-за частых заходов в терминал Хосе (Венесуэла).Прозрачные коммерческие активы (Низкий риск):Все остальные 20 судов (включая GAS SCORPIO) являются стандартными коммерческими активами, управляемыми известными компаниями и следующими легальными маршрутами",HIGH,"Jubail, Saudi Arabia (SA JUB)",порт Хьюстон (Houston),GAS SCORPIO,477988301,12 июня 2026 г,"верфь Hyundai Heavy Industries, Южная Корея",0.0
2026-09-09,9795919,54304.0,47774.0,230.0,36.6,8.3,13.0,8.0,2018,Маршалловы Острова,Крупнотоннажный газовоз / Танкер для сжиженного газа класса VLGC (Very Large Gas Carrier),At Anchor / На якорной стоянке,EXTREME,"Jubail, Saudi Arabia (SA JUB)","Oita, Japan (JP OIT)",GAZ IMPERIAL,538007631,"20 октября 2026 г., 05:45 UTC",Крупнотоннажный газовоз / Танкер для сжиженного газа класса VLGC · флаг: Маршалловы Острова · At Anchor · возраст: 8 лет,0.0
2026-09-09,9735036,54268.0,58609.0,226.1,36.64,8.1,0.1,10.0,2016,Остров Мэн,LPG Tanker (Танкер для перевозки сжиженного газа),At anchor (На якоре),LOW,"Chiba, Japan (JP CHB)","Zhangpu, China (CN ZAP)",BW MAGELLAN,232003788,"28 августа 2026 г., 01:45 UTC",Великобритания,0.0
2026-09-09,9879703,54238.0,48825.0,228.59,36.6,7.9,16.3,6.0,2020,Панама,Газовоз (LPG Tanker / VLGC — Very Large Gas Carrier),Under way using engine,LOW,"Jubail, Saudi Arabia (SA JUB)",EGPSD,GLOBE POLARIS,371720000,22 июня 2026 г,Газовоз · флаг: Панама · Underway using Engine · возраст: 6 лет,0.413
2026-09-09,9780641,54171.0,58505.0,229.9,37.2,11.2,13.9,9.0,2017,Панама IMO номер: 9780641 Год постройки: 2017,Газовоз (LPG Tanker / VLGC),"На ходу (в пути).Маршрут: Следует в порт Эннор (Ennore), Индия. Операционные данные: Текущая скорость — 13.9 узлов, осадка — 11.2 м. Расчетное время прибытия (ETA) — 11 июля 2026 года в 02:00. История: Последний зафиксированный порт захода — Хьюстон (Houston), США, который судно покинуло 5 июня 2026 года. Эксплуатация и управлениеЗарегистрированный владелец: SCORPIO LINE SHIPPING SA. Коммерческий менеджер: KAWASAKI KISEN KAISHA LTD (K-Line, Япония). Технический менеджер (ISM): K MARINE SHIP MGMT PTE LTD (Сингапур). Эксплуатационный и санкционный статусСанкционный статус: Судно не находится под международными санкциями.Профиль: CRYSTAL RIVER — современный крупнотоннажный газовоз класса VLGC (Very Large Gas Carrier). Судно является легальным коммерческим активом, находящимся под управлением признанных в отрасли операторов. Оно задействовано в международных перевозках сжиженного газа, соблюдает все установленные морские стандарты и не имеет рискованного профиля",LOW,"Ain Sukhna, Egypt (EG ASU)",порт Эннор (Ennore),CRYSTAL RIVERТип судна: Газовоз (LPG Tanker / VLGC),353466851,11 июля 2026 г,"международных перевозках сжиженного газа, соблюдает все установленные морские стандарты и не имеет рискованного профиля",0.0
2026-09-09,9113379,54155.0,47027.0,230.0,36.0,8.3,0.6,30.0,1996,Никарагуа,LPG Tanker (газовоз),At Anchor / На якорной стоянке,HIGH,"Ain Sukhna, Egypt (EG ASU)",направлении порта Фучжоу (Китай). Несмотря на то,"DA LI (ранее эксплуатировалось под именами VICTORIA, FORTUNA, ATHENA, MING DE, GAS MIRACLE)",350179000,"7 сентября 2026 г., 01:00 UTC",LPG Tanker · флаг: Никарагуа · следует в: направлении порта Фучжоу (Китай). Несмотря на то · At Anchor · возраст: 30 лет,0.0
